측정소,year,월,일,시,CO,NO₂,PM10,PM2.5,Temp,direction(wind),speed(wind),Precipitation
708 전포동,2014,1,1,1,0.4,0.016,94,,6.4,289,3.2,0
708 전포동,2014,1,1,2,0.4,0.015,103,,6,286.7,2.8,0
708 전포동,2014,1,1,3,0.4,0.016,109,,5.8,281.7,2.9,0
708 전포동,2014,1,1,4,0.4,0.016,113,,5.7,279.5,3.5,0
708 전포동,2014,1,1,5,0.4,0.017,131,,5.5,269.3,2.7,0
708 전포동,2014,1,1,6,0.4,0.021,122,,4.9,265.7,2.4,0
708 전포동,2014,1,1,7,0.4,0.023,113,,4.6,274.2,2.6,0
708 전포동,2014,1,1,8,0.4,0.024,123,,3,287.9,1.3,0
708 전포동,2014,1,1,9,0.4,0.029,125,,2.6,312.4,0.8,0
708 전포동,2014,1,1,10,0.4,0.024,120,,5.4,277.4,1.6,0
708 전포동,2014,1,1,11,0.4,0.016,123,,6.6,262.9,3.1,0
708 전포동,2014,1,1,12,0.4,0.015,108,,7.9,260.1,2.7,0
708 전포동,2014,1,1,13,0.3,0.012,99,,8.3,277.3,3.5,0
708 전포동,2014,1,1,14,0.4,0.013,99,,8.3,275.4,4,0
708 전포동,2014,1,1,15,0.5,0.015,110,,9.1,272.8,3.8,0
708 전포동,2014,1,1,16,0.3,0.013,114,,9.3,271.2,3.9,0
708 전포동,2014,1,1,17,0.3,0.013,95,,9.7,282.6,3.6,0
708 전포동,2014,1,1,18,0.3,0.017,81,,8.6,282.3,3,0
708 전포동,2014,1,1,19,0.3,0.02,74,,7.7,270.4,2.5,0
708 전포동,2014,1,1,20,0.3,0.027,69,,7,267.4,1.7,0
708 전포동,2014,1,1,21,0.3,0.031,78,,6.3,279.9,1.8,0
708 전포동,2014,1,1,22,0.4,0.039,76,,6.4,300.6,2.1,0
708 전포동,2014,1,1,23,0.4,0.038,70,,5.6,295.5,1.9,0
708 전포동,2014,1,1,24,0.4,0.039,83,,5.9,300.4,2.4,0
708 전포동,2014,1,2,1,0.4,0.031,101,,5.8,297.5,2.9,0
708 전포동,2014,1,2,2,0.5,0.028,113,,5.6,297.3,2.3,0
708 전포동,2014,1,2,3,0.5,0.028,117,,5.4,300.4,2.1,0
708 전포동,2014,1,2,4,0.5,0.024,112,,5,297.9,2.4,0
708 전포동,2014,1,2,5,0.4,0.024,114,,3.5,336.6,1.2,0
708 전포동,2014,1,2,6,0.5,0.033,108,,3.2,338.3,1.4,0
708 전포동,2014,1,2,7,0.5,0.036,106,,2.7,330.3,0.8,0
708 전포동,2014,1,2,8,0.5,0.037,108,,1.8,333.5,1.4,0
708 전포동,2014,1,2,9,0.6,0.037,119,,2.4,330.7,0.7,0
708 전포동,2014,1,2,10,0.4,0.027,122,,4.9,247.7,1.6,0
708 전포동,2014,1,2,11,0.3,0.025,105,,6.5,240.3,1.9,0
708 전포동,2014,1,2,12,0.3,0.021,75,,8.3,261,3.6,0
708 전포동,2014,1,2,13,0.3,0.016,59,,8.4,276.5,4,0
708 전포동,2014,1,2,14,0.3,0.015,57,,8.4,286.6,3.5,0
708 전포동,2014,1,2,15,0.3,0.017,55,,9.6,267.6,3.3,0
708 전포동,2014,1,2,16,0.2,0.017,49,,9.7,272.5,3.4,0
708 전포동,2014,1,2,17,0.2,0.018,45,,10.2,253,1.7,0
708 전포동,2014,1,2,18,0.3,0.033,37,,8.6,279.6,1.8,0
708 전포동,2014,1,2,19,0.5,0.042,49,,5.9,344.9,1,0
708 전포동,2014,1,2,20,0.6,0.042,58,,5.6,0,0.3,0
708 전포동,2014,1,2,21,0.6,0.042,53,,4.8,343.1,0.7,0
708 전포동,2014,1,2,22,0.7,0.043,59,,4.4,0,0.4,0
708 전포동,2014,1,2,23,0.8,0.043,58,,5.2,74.2,0.9,0
708 전포동,2014,1,2,24,0.6,0.042,56,,3.2,290.5,1.2,0
708 전포동,2014,1,3,1,0.6,0.04,60,,2.5,302,0.9,0
708 전포동,2014,1,3,2,0.5,0.039,47,,2.6,287.6,1.2,0
708 전포동,2014,1,3,3,0.4,0.038,49,,2.9,302,1.6,0
708 전포동,2014,1,3,4,0.6,0.037,41,,2.9,318.7,0.7,0
708 전포동,2014,1,3,5,0.5,0.035,43,,1.9,292.5,0.7,0
708 전포동,2014,1,3,6,0.4,0.035,42,,1.3,283.4,1.9,0
708 전포동,2014,1,3,7,0.4,0.034,39,,1.7,305.3,1.5,0
708 전포동,2014,1,3,8,0.5,0.035,44,,0.7,280.8,1.5,0
708 전포동,2014,1,3,9,0.6,0.037,66,,2.3,295.1,1.4,0
708 전포동,2014,1,3,10,0.6,0.038,82,,2.4,265.2,1.8,0
708 전포동,2014,1,3,11,점검,점검,점검,,3.1,259.3,2.4,0
708 전포동,2014,1,3,12,0.5,0.037,84,,6.5,274,2,0
708 전포동,2014,1,3,13,0.4,0.025,63,,8,261.7,2.7,0
708 전포동,2014,1,3,14,0.4,0.032,41,,9.8,260.8,3.1,0
708 전포동,2014,1,3,15,0.3,0.035,49,,10.7,253,2.6,0
708 전포동,2014,1,3,16,0.4,0.04,46,,11.3,265.4,1.9,0
708 전포동,2014,1,3,17,0.4,0.044,53,,10.5,274.2,1.6,0
708 전포동,2014,1,3,18,0.5,0.049,58,,8.5,317.1,1,0
708 전포동,2014,1,3,19,0.7,0.047,70,,7.3,337.6,1.3,0
708 전포동,2014,1,3,20,0.8,0.046,67,,7.2,318,0.9,0
708 전포동,2014,1,3,21,0.8,0.046,69,,6.6,0,0.3,0
708 전포동,2014,1,3,22,0.8,0.045,64,,6.2,0,0.1,0
708 전포동,2014,1,3,23,0.9,0.045,58,,5,305.3,0.9,0
708 전포동,2014,1,3,24,1,0.045,51,,4.2,282.4,1.5,0
708 전포동,2014,1,4,1,0.9,0.043,55,,4.4,297.5,1.9,0
708 전포동,2014,1,4,2,0.7,0.04,55,,4.3,267.5,1.8,0
708 전포동,2014,1,4,3,0.6,0.038,48,,2.8,270.1,0.6,0
708 전포동,2014,1,4,4,0.5,0.036,43,,3.7,271.9,2.5,0
708 전포동,2014,1,4,5,0.4,0.035,42,,3.5,295.5,1.6,0
708 전포동,2014,1,4,6,0.4,0.036,49,,3.2,287.4,1.5,0
708 전포동,2014,1,4,7,0.5,0.038,55,,3.3,0,0.2,0
708 전포동,2014,1,4,8,0.5,0.036,74,,2.2,305.1,1.6,0
708 전포동,2014,1,4,9,0.5,0.035,89,,2.6,0,0.2,0
708 전포동,2014,1,4,10,0.5,0.033,108,,4.5,266.1,0.7,0
708 전포동,2014,1,4,11,0.4,0.03,105,,5.1,249.8,1.7,0
708 전포동,2014,1,4,12,0.4,0.033,108,,7.6,243.7,2.7,0
708 전포동,2014,1,4,13,0.4,0.027,94,,8.9,254.1,2.1,0
708 전포동,2014,1,4,14,0.3,0.025,79,,9.9,225.8,1.6,0
708 전포동,2014,1,4,15,0.3,0.021,68,,10.7,239.9,1,0
708 전포동,2014,1,4,16,0.3,0.017,57,,9.4,138.2,2.1,0
708 전포동,2014,1,4,17,0.3,0.017,72,,8.9,129,2.1,0
708 전포동,2014,1,4,18,0.3,0.025,43,,7.9,127.5,2.5,0
708 전포동,2014,1,4,19,0.3,0.023,35,,7.3,124.4,1.1,0
708 전포동,2014,1,4,20,0.3,0.021,30,,6.2,122.6,1.6,0
708 전포동,2014,1,4,21,0.3,0.019,33,,5.5,134.9,2,0
708 전포동,2014,1,4,22,0.3,0.018,18,,5.3,136,2.2,0
708 전포동,2014,1,4,23,0.3,0.016,17,,5.1,137.9,2.1,0
708 전포동,2014,1,4,24,0.3,0.016,14,,4.8,136.8,1.1,0
708 전포동,2014,1,5,1,0.3,0.015,18,,5,135.4,1.9,0
708 전포동,2014,1,5,2,0.3,0.012,20,,4.6,0,0.1,0
708 전포동,2014,1,5,3,0.3,0.009,19,,4.7,126.7,0.5,0
708 전포동,2014,1,5,4,0.3,0.01,12,,3,312.5,0.6,0
708 전포동,2014,1,5,5,0.3,0.01,17,,3.4,333.4,0.9,0
708 전포동,2014,1,5,6,0.3,0.021,10,,3.3,296.3,1,0
708 전포동,2014,1,5,7,0.4,0.028,19,,1.8,311.9,1.2,0
708 전포동,2014,1,5,8,0.4,0.029,34,,1.2,315.5,1.3,0
708 전포동,2014,1,5,9,0.4,0.028,31,,0.9,304.1,1.7,0
708 전포동,2014,1,5,10,0.4,0.025,33,,2.7,274.9,1.6,0
708 전포동,2014,1,5,11,0.3,0.02,39,,4.9,248.2,2.5,0
708 전포동,2014,1,5,12,0.3,0.017,30,,6.8,251.6,3.4,0
708 전포동,2014,1,5,13,0.3,0.015,28,,7.9,277.7,3.2,0
708 전포동,2014,1,5,14,0.3,0.014,31,,9.2,248.2,2.1,0
708 전포동,2014,1,5,15,0.3,0.013,47,,8.7,286.5,3.1,0
708 전포동,2014,1,5,16,0.3,0.015,43,,9,270.6,3.1,0
708 전포동,2014,1,5,17,0.3,0.018,39,,8.8,274.7,3.4,0
708 전포동,2014,1,5,18,0.3,0.02,32,,8,286.7,1.7,0
708 전포동,2014,1,5,19,0.3,0.02,26,,6.2,293.8,1.7,0
708 전포동,2014,1,5,20,0.3,0.023,42,,4.1,300.2,1,0
708 전포동,2014,1,5,21,0.3,0.022,50,,3.7,302.7,1,0
708 전포동,2014,1,5,22,0.3,0.023,47,,2.9,315.5,1.4,0
708 전포동,2014,1,5,23,0.3,0.02,48,,2.4,315,1.1,0
708 전포동,2014,1,5,24,0.3,0.014,47,,3.1,280.6,1.5,0
708 전포동,2014,1,6,1,0.3,0.012,54,,2.9,284.2,4,0
708 전포동,2014,1,6,2,0.3,0.011,55,,3.2,281.9,2.8,0
708 전포동,2014,1,6,3,0.4,0.012,53,,2.5,269.5,1.1,0
708 전포동,2014,1,6,4,0.4,0.014,59,,0.8,322,0.9,0
708 전포동,2014,1,6,5,0.4,0.022,56,,0.1,313,1.5,0
708 전포동,2014,1,6,6,0.4,0.032,60,,-0.7,311.7,1.2,0
708 전포동,2014,1,6,7,0.5,0.039,65,,-1,330.4,1.5,0
708 전포동,2014,1,6,8,0.6,0.041,66,,-1.8,268.6,1.4,0
708 전포동,2014,1,6,9,0.6,0.041,73,,-1.2,303.4,0.9,0
708 전포동,2014,1,6,10,0.6,0.039,85,,1.2,254,3,0
708 전포동,2014,1,6,11,0.6,0.038,89,,3.1,242.8,1.9,0
708 전포동,2014,1,6,12,0.4,0.023,94,,5,258.1,2.3,0
708 전포동,2014,1,6,13,0.4,0.026,67,,7.4,236.8,1.6,0
708 전포동,2014,1,6,14,0.4,0.024,64,,7.8,267.5,2.3,0
708 전포동,2014,1,6,15,0.4,0.029,56,,8.6,265,1.3,0
708 전포동,2014,1,6,16,0.4,0.038,65,,8.5,273.8,2,0
708 전포동,2014,1,6,17,0.4,0.042,59,,7.9,160,1.5,0
708 전포동,2014,1,6,18,0.5,0.049,65,,6.8,293.8,1.1,0
708 전포동,2014,1,6,19,0.6,0.052,81,,4.4,331.8,1.4,0
708 전포동,2014,1,6,20,0.6,0.052,81,,3.6,329.2,1.3,0
708 전포동,2014,1,6,21,0.7,0.052,90,,2.8,324.7,0.9,0
708 전포동,2014,1,6,22,0.8,0.051,94,,3.2,0,0.3,0
708 전포동,2014,1,6,23,0.7,0.049,86,,2.6,0,0.1,0
708 전포동,2014,1,6,24,0.7,0.047,84,,1.8,0,0.4,0
708 전포동,2014,1,7,1,0.7,0.047,76,,1.7,292.2,1.4,0
708 전포동,2014,1,7,2,0.7,0.045,78,,1.3,298.4,1.1,0
708 전포동,2014,1,7,3,0.6,0.042,80,,1.1,283.4,1.4,0
708 전포동,2014,1,7,4,0.5,0.04,74,,0.9,285.6,1.7,0
708 전포동,2014,1,7,5,0.5,0.04,65,,0.7,292.4,1.5,0
708 전포동,2014,1,7,6,0.5,0.04,68,,0.1,281.1,2.3,0
708 전포동,2014,1,7,7,0.5,0.041,67,,0.4,295.1,1.6,0
708 전포동,2014,1,7,8,0.6,0.04,74,,-0.6,288,1.8,0
708 전포동,2014,1,7,9,0.6,0.042,90,,-0.7,286,1.6,0
708 전포동,2014,1,7,10,0.7,0.044,97,,1.3,277,2.3,0
708 전포동,2014,1,7,11,0.5,0.04,102,,2.7,271.7,2.6,0
708 전포동,2014,1,7,12,0.4,0.034,81,,4.6,265.6,3.3,0
708 전포동,2014,1,7,13,0.5,0.031,72,,7.7,251.3,3.4,0
708 전포동,2014,1,7,14,0.4,0.02,72,,8.5,266,3.5,0
708 전포동,2014,1,7,15,0.4,0.027,56,,8,284.9,3.6,0
708 전포동,2014,1,7,16,0.4,0.026,62,,9.1,276.7,2.8,0
708 전포동,2014,1,7,17,0.4,0.03,62,,8.3,272.3,2.6,0
708 전포동,2014,1,7,18,0.4,0.042,61,,8,280.5,1.6,0
708 전포동,2014,1,7,19,0.4,0.053,60,,6,333.2,0.9,0
708 전포동,2014,1,7,20,0.6,0.057,70,,5.8,0,0.4,0
708 전포동,2014,1,7,21,0.5,0.049,81,,6.2,328.8,0.7,0
708 전포동,2014,1,7,22,0.6,0.055,65,,6.1,313.3,0.9,0
708 전포동,2014,1,7,23,0.5,0.053,74,,5.7,291.5,1.3,0
708 전포동,2014,1,7,24,0.5,0.046,73,,5.8,283.6,1.8,0
708 전포동,2014,1,8,1,0.4,0.036,77,,5.2,283.7,1,0
708 전포동,2014,1,8,2,0.4,0.027,70,,4.9,282.6,1.4,0
708 전포동,2014,1,8,3,0.3,0.023,72,,5.1,260.8,1.4,0
708 전포동,2014,1,8,4,0.3,0.028,63,,5,294.5,0.9,0
708 전포동,2014,1,8,5,0.3,0.03,58,,5.1,298.7,1.5,0
708 전포동,2014,1,8,6,0.4,0.036,58,,5.2,268.7,1.8,0
708 전포동,2014,1,8,7,0.4,0.038,67,,5.2,290.1,2,0
708 전포동,2014,1,8,8,0.4,0.043,60,,4.6,273.5,2.1,0
708 전포동,2014,1,8,9,0.5,0.042,79,,4.8,0,0.4,0
708 전포동,2014,1,8,10,0.3,0.03,78,,3,293.1,1.2,0
708 전포동,2014,1,8,11,0.4,0.035,41,,3.1,0,0.3,1
708 전포동,2014,1,8,12,0.4,0.033,45,,3.6,0,0.2,1
708 전포동,2014,1,8,13,0.4,0.034,35,,2.7,290.3,1.5,0.5
708 전포동,2014,1,8,14,0.4,0.036,35,,2,271,1.7,2.5
708 전포동,2014,1,8,15,0.4,0.028,36,,1.7,255.5,1.7,4.5
708 전포동,2014,1,8,16,점검,점검,점검,,2.3,272,2.2,2
708 전포동,2014,1,8,17,점검,점검,점검,,3.1,266.6,1.6,0
708 전포동,2014,1,8,18,0.4,0.036,36,,3.1,277.6,2.3,0
708 전포동,2014,1,8,19,0.5,0.038,43,,2.4,286.2,2.3,0
708 전포동,2014,1,8,20,0.5,0.037,64,,2.9,283.3,3.1,0
708 전포동,2014,1,8,21,0.5,0.036,86,,3.6,278.1,5.1,0
708 전포동,2014,1,8,22,0.5,0.033,89,,2.8,288.5,3.3,0
708 전포동,2014,1,8,23,0.4,0.035,93,,2.4,274.9,1.6,0
708 전포동,2014,1,8,24,0.4,0.033,87,,2,291.6,1.9,0
708 전포동,2014,1,9,1,0.4,0.021,85,,2.1,292.4,2.7,0
708 전포동,2014,1,9,2,0.3,0.012,64,,1.6,290.9,2.2,0
708 전포동,2014,1,9,3,0.2,0.01,42,,0.9,285.9,2.8,0
708 전포동,2014,1,9,4,0.2,0.009,23,,-0.3,279.9,3,0
708 전포동,2014,1,9,5,0.2,0.01,12,,-1.2,265,2.6,0
708 전포동,2014,1,9,6,0.2,0.01,10,,-1.9,253.4,1.9,0
708 전포동,2014,1,9,7,0.2,0.016,9,,-2.4,266.1,2.7,0
708 전포동,2014,1,9,8,0.2,0.02,19,,-3.5,260.4,1.5,0
708 전포동,2014,1,9,9,0.2,0.018,22,,-3.4,272,1.8,0
708 전포동,2014,1,9,10,0.2,0.016,21,,-2.4,258.9,3.2,0
708 전포동,2014,1,9,11,0.2,0.014,19,,-1.7,265.5,3.9,0
708 전포동,2014,1,9,12,0.2,0.011,16,,0.1,259.4,3.2,0
708 전포동,2014,1,9,13,0.2,0.011,27,,0.7,268.4,2.8,0
708 전포동,2014,1,9,14,0.2,0.012,15,,1.3,146.9,1.6,0
708 전포동,2014,1,9,15,0.2,0.012,18,,0.8,262,4.8,0
708 전포동,2014,1,9,16,0.2,0.014,12,,1.1,282.9,2.7,0
708 전포동,2014,1,9,17,0.2,0.015,20,,0.6,269.7,3.2,0
708 전포동,2014,1,9,18,0.2,0.018,17,,-0.8,284.7,2.3,0
708 전포동,2014,1,9,19,0.2,0.02,17,,-1.9,,,0
708 전포동,2014,1,9,20,0.2,0.019,18,,-2.4,298.7,1.6,0
708 전포동,2014,1,9,21,0.2,0.019,14,,-3,280.9,3.6,0
708 전포동,2014,1,9,22,0.2,0.021,21,,-3.7,293.6,3.8,0
708 전포동,2014,1,9,23,0.2,0.02,18,,-4.5,290.6,1.9,0
708 전포동,2014,1,9,24,0.2,0.015,12,,-5.1,291.9,1.9,0
708 전포동,2014,1,10,1,0.2,0.011,17,,-5.6,270.4,1,0
708 전포동,2014,1,10,2,0.2,0.009,11,,-5.5,284.8,3.1,0
708 전포동,2014,1,10,3,0.2,0.007,18,,-5.1,281.9,4.9,0
708 전포동,2014,1,10,4,0.2,0.008,23,,-5.2,292.9,3.3,0
708 전포동,2014,1,10,5,0.3,0.009,30,,-5,289.7,2.4,0
708 전포동,2014,1,10,6,0.3,0.01,38,,-5.3,283.7,2.8,0
708 전포동,2014,1,10,7,0.3,0.016,31,,-5.3,280.8,2.8,0
708 전포동,2014,1,10,8,0.3,0.019,29,,-5.5,286.1,3.3,0
708 전포동,2014,1,10,9,0.3,0.02,34,,-4.3,268.6,2.6,0
708 전포동,2014,1,10,10,0.3,0.026,36,,-3.8,275.7,3,0
708 전포동,2014,1,10,11,0.3,0.027,43,,-2.4,275.4,3.8,0
708 전포동,2014,1,10,12,0.3,0.022,47,,-1,267.6,4.2,0
708 전포동,2014,1,10,13,0.3,0.017,41,,0.1,270.7,4.8,0
708 전포동,2014,1,10,14,0.3,0.016,41,,1.3,268.7,4.3,0
708 전포동,2014,1,10,15,0.3,0.014,35,,1.7,276.6,4.5,0
708 전포동,2014,1,10,16,0.3,0.014,34,,2.6,266.6,3.9,0
708 전포동,2014,1,10,17,0.3,0.017,31,,2.7,276,4.2,0
708 전포동,2014,1,10,18,0.3,0.023,35,,1.7,263.7,2.9,0
708 전포동,2014,1,10,19,0.3,0.027,36,,0.2,266.5,1,0
708 전포동,2014,1,10,20,0.4,0.038,43,,-0.6,292.6,1.4,0
708 전포동,2014,1,10,21,0.4,0.041,55,,0,298.8,1.9,0
708 전포동,2014,1,10,22,0.4,0.035,59,,-0.9,306.2,1,0
708 전포동,2014,1,10,23,0.4,0.03,61,,-0.8,304.6,1,0
708 전포동,2014,1,10,24,0.4,0.03,66,,-1.1,294.6,1.3,0
708 전포동,2014,1,11,1,0.4,0.02,68,,-0.1,282.8,2,0
708 전포동,2014,1,11,2,0.4,0.02,69,,-0.1,273.6,3.1,0
708 전포동,2014,1,11,3,0.4,0.015,72,,-0.6,280.4,2.4,0
708 전포동,2014,1,11,4,0.4,0.013,71,,-1.8,292.2,1.4,0
708 전포동,2014,1,11,5,0.3,0.016,65,,-2.4,307.5,0.8,0
708 전포동,2014,1,11,6,0.3,0.018,53,,-3.1,301.1,1.2,0
708 전포동,2014,1,11,7,0.4,0.031,49,,-3.4,331.2,0.8,0
708 전포동,2014,1,11,8,0.4,0.035,55,,-3.7,311.6,1.1,0
708 전포동,2014,1,11,9,0.5,0.033,64,,-2.9,306.2,1.3,0
708 전포동,2014,1,11,10,0.4,0.028,62,,-1.1,273,2.5,0
708 전포동,2014,1,11,11,0.4,0.027,59,,0.4,267.6,3,0
708 전포동,2014,1,11,12,0.4,0.023,63,,2.1,276.6,3.5,0
708 전포동,2014,1,11,13,0.4,0.02,57,,3.2,269.3,3.4,0
708 전포동,2014,1,11,14,0.4,0.017,57,,4.3,269.7,3.2,0
708 전포동,2014,1,11,15,0.4,0.017,56,,4.4,267.5,3.2,0
708 전포동,2014,1,11,16,0.4,0.02,49,,5.2,286.9,2.8,0
708 전포동,2014,1,11,17,0.4,0.024,54,,4.7,290.2,2.4,0
708 전포동,2014,1,11,18,0.4,0.034,59,,3.7,273.8,1.5,0
708 전포동,2014,1,11,19,0.5,0.042,57,,1.5,340.2,0.9,0
708 전포동,2014,1,11,20,0.5,0.044,61,,1.2,348.7,0.7,0
708 전포동,2014,1,11,21,0.6,0.045,65,,0.5,327.5,1.1,0
708 전포동,2014,1,11,22,0.6,0.044,70,,0.2,331.8,1,0
708 전포동,2014,1,11,23,0.5,0.043,66,,-0.4,313.5,1,0
708 전포동,2014,1,11,24,0.5,0.041,67,,-1.1,309,1.3,0
708 전포동,2014,1,12,1,0.5,0.038,64,,-1.4,310.3,1.3,0
708 전포동,2014,1,12,2,0.5,0.036,76,,-1.9,315.1,1.2,0
708 전포동,2014,1,12,3,0.5,0.029,75,,-1.8,295.2,1.4,0
708 전포동,2014,1,12,4,0.5,0.024,78,,-2.1,302.1,1.3,0
708 전포동,2014,1,12,5,0.5,0.024,81,,-2.2,316.7,1.7,0
708 전포동,2014,1,12,6,0.5,0.03,82,,-2.8,312.4,1.3,0
708 전포동,2014,1,12,7,0.4,0.024,85,,-2.9,302.1,1.6,0
708 전포동,2014,1,12,8,0.5,0.032,84,,-3,307.2,1.4,0
708 전포동,2014,1,12,9,0.5,0.031,87,,-1.9,302.5,1.2,0
708 전포동,2014,1,12,10,0.5,0.03,91,,0.3,264,2,0
708 전포동,2014,1,12,11,0.4,0.023,92,,1.1,271.8,2.2,0
708 전포동,2014,1,12,12,0.4,0.016,93,,2.4,266.2,2.6,0
708 전포동,2014,1,12,13,0.4,0.016,83,,4.2,264.1,3,0
708 전포동,2014,1,12,14,0.4,0.015,98,,4.7,266.2,3.6,0
708 전포동,2014,1,12,15,0.4,0.015,91,,5,267.8,2.8,0
708 전포동,2014,1,12,16,0.4,0.018,85,,6.1,268.5,2.8,0
708 전포동,2014,1,12,17,0.4,0.023,85,,5.9,283.8,1.8,0
708 전포동,2014,1,12,18,0.4,0.031,97,,4.8,283.6,1.2,0
708 전포동,2014,1,12,19,0.5,0.041,90,,2.5,0,0.4,0
708 전포동,2014,1,12,20,0.5,0.042,101,,1.9,312.3,1.2,0
708 전포동,2014,1,12,21,0.5,0.037,104,,1.4,313.7,1,0
708 전포동,2014,1,12,22,0.5,0.038,107,,1.6,279.9,1.5,0
708 전포동,2014,1,12,23,0.5,0.039,103,,0.8,287,1.6,0
708 전포동,2014,1,12,24,0.5,0.033,111,,-0.1,315.6,0.8,0
708 전포동,2014,1,13,1,0.5,0.026,103,,-0.6,325.1,0.6,0
708 전포동,2014,1,13,2,0.5,0.02,102,,-1.3,292.5,1.4,0
708 전포동,2014,1,13,3,0.5,0.018,101,,-1.4,282.2,1.3,0
708 전포동,2014,1,13,4,0.4,0.014,86,,-2,291.4,1.6,0
708 전포동,2014,1,13,5,0.3,0.015,66,,-2,170.9,0.9,0
708 전포동,2014,1,13,6,0.3,0.016,48,,-2.1,278.2,1.9,0
708 전포동,2014,1,13,7,0.2,0.02,27,,-2.6,275.5,1.6,0
708 전포동,2014,1,13,8,0.3,0.026,16,,-3,186.1,0.7,0
708 전포동,2014,1,13,9,0.3,0.035,21,,-3.3,282.1,2,0
708 전포동,2014,1,13,10,0.3,0.03,29,,-2,263.9,1.8,0
708 전포동,2014,1,13,11,0.3,0.025,37,,-0.7,260.8,3.3,0
708 전포동,2014,1,13,12,0.3,0.02,29,,1.7,253.5,2.5,0
708 전포동,2014,1,13,13,0.3,0.019,22,,2.1,259.7,3.4,0
708 전포동,2014,1,13,14,0.2,0.019,24,,3.3,259.1,3.7,0
708 전포동,2014,1,13,15,0.2,0.018,34,,3.7,255.5,3.8,0
708 전포동,2014,1,13,16,0.2,0.02,24,,4.2,260.7,3.5,0
708 전포동,2014,1,13,17,0.2,0.024,27,,3.7,276.3,2.4,0
708 전포동,2014,1,13,18,0.3,0.033,21,,2.6,276.2,2.6,0
708 전포동,2014,1,13,19,0.3,0.031,33,,0.4,289.2,1.5,0
708 전포동,2014,1,13,20,0.4,0.042,29,,-1.6,298.7,0.5,0
708 전포동,2014,1,13,21,0.4,0.042,40,,-1.7,335.8,1,0
708 전포동,2014,1,13,22,0.4,0.042,39,,-2.3,297.2,1.4,0
708 전포동,2014,1,13,23,0.4,0.041,33,,-3.1,302.6,1.3,0
708 전포동,2014,1,13,24,0.4,0.038,36,,-2.2,269.3,1.6,0
708 전포동,2014,1,14,1,0.4,0.038,31,,-2.9,302.2,1.5,0
708 전포동,2014,1,14,2,0.3,0.035,30,,-2.9,286.7,1.6,0
708 전포동,2014,1,14,3,0.3,0.034,25,,-3.7,294.1,1.7,0
708 전포동,2014,1,14,4,0.3,0.034,27,,-4.6,303.7,1.8,0
708 전포동,2014,1,14,5,0.3,0.031,28,,-4.6,297,1.9,0
708 전포동,2014,1,14,6,0.3,0.031,23,,-4.4,280,2.5,0
708 전포동,2014,1,14,7,0.3,0.034,22,,-4.7,283.3,2.2,0
708 전포동,2014,1,14,8,0.3,0.034,26,,-4.5,269.5,3.3,0
708 전포동,2014,1,14,9,0.4,0.035,34,,-4.5,266.7,2.8,0
708 전포동,2014,1,14,10,0.4,0.033,46,,-3,259.3,3,0
708 전포동,2014,1,14,11,0.4,0.033,40,,-1.4,252.5,3.9,0
708 전포동,2014,1,14,12,0.3,0.032,50,,0.6,251.3,3.5,0
708 전포동,2014,1,14,13,0.3,0.029,40,,2.5,260.5,3.8,0
708 전포동,2014,1,14,14,0.3,0.025,40,,3.8,266.1,3.8,0
708 전포동,2014,1,14,15,0.2,0.02,31,,4.2,267.3,3.3,0
708 전포동,2014,1,14,16,0.2,0.019,27,,5,270.8,2.5,0
708 전포동,2014,1,14,17,0.2,0.02,20,,5.3,277.4,1.8,0
708 전포동,2014,1,14,18,0.3,0.032,17,,4.2,292.3,2,0
708 전포동,2014,1,14,19,0.3,0.035,22,,2.1,282.1,2,0
708 전포동,2014,1,14,20,0.3,0.035,21,,0.7,274.6,1.2,0
708 전포동,2014,1,14,21,0.3,0.03,26,,0.4,287.4,1.3,0
708 전포동,2014,1,14,22,0.3,0.033,23,,0.5,283.7,2.6,0
708 전포동,2014,1,14,23,0.3,0.032,25,,0,283.2,2.8,0
708 전포동,2014,1,14,24,0.3,0.026,26,,0,278,4.3,0
708 전포동,2014,1,15,1,0.3,0.019,33,,-0.5,279.8,3.4,0
708 전포동,2014,1,15,2,0.3,0.018,27,,-1.2,283.5,2.7,0
708 전포동,2014,1,15,3,0.3,0.019,34,,-2.4,300.2,1,0
708 전포동,2014,1,15,4,0.3,0.02,35,,-0.9,285.4,4.2,0
708 전포동,2014,1,15,5,0.4,0.021,43,,-1.6,272.8,2.3,0
708 전포동,2014,1,15,6,0.4,0.024,47,,-1.7,280.4,4.7,0
708 전포동,2014,1,15,7,0.4,0.025,47,,-1.6,272.4,3.7,0
708 전포동,2014,1,15,8,0.3,0.027,45,,-2.4,280.6,4.6,0
708 전포동,2014,1,15,9,0.4,0.031,47,,-1.8,292.4,3.9,0
708 전포동,2014,1,15,10,0.4,0.027,49,,-0.6,230,1.9,0
708 전포동,2014,1,15,11,0.3,0.02,55,,0.8,244.5,2.8,0
708 전포동,2014,1,15,12,0.3,0.022,38,,2.1,258.8,3.8,0
708 전포동,2014,1,15,13,0.3,0.016,38,,3.8,264.8,2.9,0
708 전포동,2014,1,15,14,0.3,0.019,25,,4.4,270.3,3.9,0
708 전포동,2014,1,15,15,0.3,0.017,34,,5,281.6,4.3,0
708 전포동,2014,1,15,16,0.3,0.019,29,,6.1,294.4,2.3,0
