년,월,일,시,Gwang-bok,On-cheon,Jeon-po,Hak-Jang
2014,4,7,16,0.032,0.034,0.034,0.012
2014,4,7,17,0.046,0.043,0.048,0.013
2014,4,7,18,0.038,0.04,0.06,0.017
2014,4,7,19,0.044,0.052,0.058,0.02
2014,4,7,20,0.053,0.035,0.064,0.012
2014,4,7,21,0.038,0.03,0.068,0.021
2014,4,7,22,0.065,0.026,0.044,0.02
2014,4,7,23,0.054,0.022,0.044,0.022
2014,4,7,24,0.034,0.02,0.036,0.024
2014,4,8,1,0.032,0.017,0.02,0.019
2014,4,8,2,0.015,0.014,0.015,0.019
2014,4,8,3,0.013,0.014,0.013,0.007
2014,4,8,4,0.009,0.013,0.011,0.01
2014,4,8,5,0.01,0.012,0.013,0.01
2014,4,8,6,0.011,0.023,0.016,0.012
2014,4,8,7,0.018,0.059,0.035,0.024
2014,4,8,8,0.023,0.041,0.039,0.022
2014,4,8,9,0.021,0.033,0.035,0.018
2014,4,8,10,0.021,0.032,0.028,0.015
2014,4,8,11,0.02,0.029,0.024,0.011
2014,4,8,12,0.019,0.026,0.024,0.01
2014,4,8,13,0.032,0.023,0.022,0.009
2014,4,8,14,0.035,0.025,0.034,0.01
2014,4,8,15,점검,0.026,0.031,0.012
2014,4,8,16,점검,0.031,0.023,0.011
2014,4,8,17,점검,0.026,0.016,0.012
2014,4,8,18,점검,0.029,0.029,0.015
2014,4,8,19,점검,0.037,0.053,0.022
2014,4,8,20,점검,0.039,0.056,0.017
2014,4,8,21,점검,0.031,0.058,0.026
2014,4,8,22,점검,0.035,0.058,0.029
2014,4,8,23,점검,0.036,0.061,0.032
2014,4,8,24,점검,0.037,0.064,0.024
2014,4,9,1,점검,0.032,0.055,0.016
2014,4,9,2,점검,0.029,0.06,0.02
2014,4,9,3,점검,0.026,0.059,0.02
2014,4,9,4,점검,0.025,0.051,0.016
2014,4,9,5,점검,0.024,0.048,0.018
2014,4,9,6,점검,0.027,0.05,0.022
2014,4,9,7,점검,0.06,0.052,0.025
2014,4,9,8,점검,0.042,0.054,0.026
2014,4,9,9,점검,0.039,0.057,0.026
2014,4,9,10,점검,0.039,0.051,0.021
2014,4,9,11,점검,0.036,0.058,0.022
2014,4,9,12,점검,0.027,0.055,0.021
2014,4,9,13,점검,0.025,0.052,0.02
2014,4,9,14,점검,0.028,0.035,0.018
2014,4,9,15,점검,0.027,0.037,0.017
2014,4,9,16,점검,0.029,0.039,0.013
2014,4,9,17,점검,0.031,0.041,0.009
2014,4,9,18,0.042,점검,0.037,0.012
2014,4,9,19,0.033,0.044,0.047,0.022
2014,4,9,20,0.032,0.034,0.05,0.023
2014,4,9,21,0.039,0.036,0.06,0.012
2014,4,9,22,0.03,0.039,0.053,0.01
2014,4,9,23,0.029,0.04,0.038,0.012
2014,4,9,24,0.034,0.036,0.033,0.02
2014,4,10,1,0.025,0.036,0.032,0.029
2014,4,10,2,0.025,0.031,0.04,0.025
2014,4,10,3,0.046,0.032,0.031,0.028
2014,4,10,4,0.062,0.027,0.035,0.029
2014,4,10,5,0.043,0.025,0.029,0.019
2014,4,10,6,0.055,0.03,0.034,0.025
2014,4,10,7,0.026,0.042,0.052,0.027
2014,4,10,8,0.029,0.042,0.047,0.029
2014,4,10,9,0.044,0.036,0.048,0.026
2014,4,10,10,0.054,0.033,0.032,0.028
2014,4,10,11,0.05,0.023,0.023,0.021
2014,4,10,12,0.036,0.02,점검,0.014
2014,4,10,13,0.024,0.018,점검,0.011
2014,4,10,14,0.024,0.018,점검,0.012
2014,4,10,15,0.028,0.018,점검,0.01
2014,4,10,16,0.033,0.02,점검,0.008
2014,4,10,17,0.025,0.02,점검,0.009
2014,4,10,18,0.027,0.023,점검,0.01
2014,4,10,19,0.035,0.027,점검,0.013
2014,4,10,20,0.032,0.035,점검,0.013
2014,4,10,21,0.027,0.022,점검,0.011
2014,4,10,22,0.028,0.023,점검,0.01
2014,4,10,23,0.027,0.02,점검,0.009
2014,4,10,24,0.021,0.019,점검,0.01
2014,4,11,1,0.015,0.017,점검,0.008
2014,4,11,2,0.015,0.017,점검,0.007
2014,4,11,3,0.013,0.014,점검,0.007
2014,4,11,4,0.016,0.014,점검,0.007
2014,4,11,5,0.015,0.017,점검,0.014
2014,4,11,6,0.017,0.02,점검,0.016
2014,4,11,7,0.033,0.04,점검,0.013
2014,4,11,8,0.039,0.041,점검,0.023
2014,4,11,9,0.033,0.032,점검,0.023
2014,4,11,10,0.041,0.031,점검,0.025
2014,4,11,11,0.043,0.028,점검,0.022
2014,4,11,12,0.035,0.021,점검,0.022
2014,4,11,13,0.021,0.018,점검,점검
2014,4,11,14,0.017,0.019,점검,점검
2014,4,11,15,0.019,0.025,점검,0.01
2014,4,11,16,0.02,0.026,0.017,0.012
2014,4,11,17,0.026,0.03,0.026,0.015
2014,4,11,18,0.021,0.033,0.029,0.018
2014,4,11,19,0.036,0.029,0.024,0.02
2014,4,11,20,0.056,0.03,0.018,0.017
2014,4,11,21,0.058,0.028,0.018,0.015
2014,4,11,22,0.042,0.029,0.018,0.014
2014,4,11,23,0.026,0.028,0.02,0.014
2014,4,11,24,0.031,0.026,0.019,0.015
2014,4,12,1,0.022,0.023,0.02,0.014
2014,4,12,2,0.016,0.019,0.019,0.009
2014,4,12,3,0.013,0.018,0.015,0.024
2014,4,12,4,0.014,0.017,0.017,0.019
2014,4,12,5,0.021,0.018,0.016,0.022
2014,4,12,6,0.023,0.021,0.019,0.021
2014,4,12,7,0.033,0.04,0.037,0.022
2014,4,12,8,0.045,0.049,0.041,0.023
2014,4,12,9,0.03,0.035,0.04,0.022
2014,4,12,10,0.03,0.028,0.036,0.025
2014,4,12,11,0.027,0.029,0.04,0.022
2014,4,12,12,0.041,0.032,0.037,0.022
2014,4,12,13,0.042,0.026,0.027,0.019
2014,4,12,14,0.04,0.028,0.023,0.016
2014,4,12,15,0.028,0.03,0.021,0.018
2014,4,12,16,0.032,0.032,0.019,0.014
2014,4,12,17,0.03,0.033,0.02,0.012
2014,4,12,18,0.04,0.035,0.025,0.015
2014,4,12,19,0.044,0.034,0.038,0.018
2014,4,12,20,0.058,0.031,0.029,0.015
2014,4,12,21,0.054,0.031,0.021,0.022
2014,4,12,22,0.048,0.03,0.022,0.015
2014,4,12,23,0.05,0.027,0.031,0.021
2014,4,12,24,0.033,0.025,0.038,0.026
2014,4,13,1,0.03,0.028,0.027,0.021
2014,4,13,2,0.022,0.021,0.031,0.011
2014,4,13,3,0.024,0.021,0.014,0.01
2014,4,13,4,0.017,0.018,0.015,0.008
2014,4,13,5,0.019,0.019,0.014,0.013
2014,4,13,6,0.028,0.034,0.028,0.015
2014,4,13,7,0.042,0.056,0.03,0.019
2014,4,13,8,0.029,0.104,0.017,0.019
2014,4,13,9,0.026,0.04,0.014,0.018
2014,4,13,10,0.027,0.032,0.016,0.016
2014,4,13,11,0.022,0.026,0.017,0.016
2014,4,13,12,0.024,0.027,0.018,0.013
2014,4,13,13,0.033,0.021,0.017,0.013
2014,4,13,14,0.036,0.021,0.013,0.01
2014,4,13,15,0.025,0.019,0.01,0.008
2014,4,13,16,0.023,0.026,0.013,0.009
2014,4,13,17,0.027,0.021,0.013,0.009
2014,4,13,18,0.026,0.023,0.014,0.009
2014,4,13,19,0.028,0.022,0.015,0.009
2014,4,13,20,0.031,0.027,0.015,0.013
2014,4,13,21,0.034,0.023,0.016,0.01
2014,4,13,22,0.024,0.022,0.017,0.009
2014,4,13,23,0.017,0.024,0.017,0.009
2014,4,13,24,0.014,0.02,0.017,0.008
2014,4,14,1,0.01,0.015,0.012,0.012
2014,4,14,2,0.01,0.014,0.008,0.008
2014,4,14,3,0.008,0.016,0.007,0.007
2014,4,14,4,0.008,0.012,0.007,0.007
2014,4,14,5,0.007,0.015,0.009,0.013
2014,4,14,6,0.01,0.025,0.035,0.019
2014,4,14,7,0.033,0.036,0.039,0.02
2014,4,14,8,0.046,0.038,0.036,0.019
2014,4,14,9,0.038,0.037,0.038,0.019
2014,4,14,10,0.038,0.026,0.025,0.019
2014,4,14,11,0.031,0.025,0.016,0.015
2014,4,14,12,0.025,0.022,0.023,0.013
2014,4,14,13,0.012,0.024,0.014,0.011
2014,4,14,14,0.018,0.021,0.011,0.011
2014,4,14,15,0.026,0.02,0.01,0.011
2014,4,14,16,0.031,0.021,0.014,0.013
2014,4,14,17,0.035,0.025,0.014,0.012
2014,4,14,18,0.03,0.029,0.023,0.015
2014,4,14,19,0.042,0.04,0.017,0.018
2014,4,14,20,0.03,0.029,0.023,0.021
2014,4,14,21,0.038,0.025,0.017,0.019
2014,4,14,22,0.056,0.025,0.026,0.021
2014,4,14,23,0.054,0.03,0.045,0.021
2014,4,14,24,0.049,0.03,0.052,0.02
2014,4,15,1,0.039,0.029,0.041,0.021
2014,4,15,2,0.032,0.026,0.025,0.024
2014,4,15,3,0.036,0.023,0.027,0.024
2014,4,15,4,0.02,0.021,0.036,0.021
2014,4,15,5,0.024,0.021,0.028,0.023
2014,4,15,6,0.042,0.024,0.033,0.021
2014,4,15,7,0.055,0.055,0.032,0.022
2014,4,15,8,0.053,0.043,0.033,0.021
2014,4,15,9,0.048,0.036,0.041,0.023
2014,4,15,10,0.03,0.028,0.038,0.019
2014,4,15,11,점검,0.028,0.021,0.015
2014,4,15,12,점검,0.023,0.019,0.013
2014,4,15,13,0.037,0.021,0.014,0.009
2014,4,15,14,0.04,0.023,0.019,0.01
2014,4,15,15,0.046,0.025,0.043,0.015
2014,4,15,16,0.039,0.037,0.051,0.015
2014,4,15,17,0.04,0.038,0.056,0.014
2014,4,15,18,0.041,0.043,0.059,0.016
2014,4,15,19,0.052,0.035,0.074,0.017
2014,4,15,20,0.049,0.037,0.079,0.01
2014,4,15,21,0.054,0.032,0.078,0.011
2014,4,15,22,0.042,0.041,0.043,0.027
2014,4,15,23,0.056,0.04,0.061,0.03
2014,4,15,24,0.045,0.035,0.059,0.034
2014,4,16,1,0.025,0.034,0.028,0.024
2014,4,16,2,0.014,0.029,0.022,0.011
2014,4,16,3,0.01,0.022,0.014,0.009
2014,4,16,4,0.011,0.025,0.012,0.01
2014,4,16,5,0.01,0.027,0.011,0.013
2014,4,16,6,0.013,0.048,0.017,0.025
2014,4,16,7,0.022,0.051,0.038,0.027
2014,4,16,8,0.032,0.039,0.039,0.03
2014,4,16,9,0.034,0.039,0.043,0.03
2014,4,16,10,0.045,0.04,0.04,점검
2014,4,16,11,0.065,0.037,0.04,점검
2014,4,16,12,0.064,0.031,0.029,0.02
2014,4,16,13,0.058,0.031,0.046,0.018
2014,4,16,14,0.048,0.028,0.037,0.016
2014,4,16,15,0.043,0.036,0.042,0.013
2014,4,16,16,0.035,0.037,0.035,0.008
2014,4,16,17,0.033,0.043,0.04,0.012
2014,4,16,18,0.032,0.039,0.038,0.012
2014,4,16,19,0.033,0.048,0.044,0.016
2014,4,16,20,0.034,0.043,0.046,0.012
2014,4,16,21,0.056,0.037,0.06,0.012
2014,4,16,22,0.034,0.026,0.071,0.008
2014,4,16,23,0.022,0.023,0.05,0.008
2014,4,16,24,0.02,0.022,0.035,0.007
2014,4,17,1,0.02,0.016,0.023,0.007
2014,4,17,2,0.02,0.017,0.019,0.01
2014,4,17,3,0.022,0.022,0.018,0.016
2014,4,17,4,0.016,0.018,0.022,0.025
2014,4,17,5,0.018,0.021,0.021,0.017
2014,4,17,6,0.022,0.025,0.025,0.027
2014,4,17,7,0.048,0.05,0.041,0.022
2014,4,17,8,0.034,점검,0.04,0.022
2014,4,17,9,0.03,점검,0.033,0.022
2014,4,17,10,0.053,0.031,0.027,0.017
2014,4,17,11,0.052,0.037,0.043,0.014
2014,4,17,12,0.044,0.035,0.044,0.016
2014,4,17,13,0.028,0.032,0.033,0.009
2014,4,17,14,0.031,0.029,0.031,0.011
2014,4,17,15,0.033,0.027,0.025,0.015
2014,4,17,16,0.029,0.023,점검,0.019
2014,4,17,17,0.039,0.023,0.039,0.016
2014,4,17,18,0.029,0.025,0.044,0.022
2014,4,17,19,0.052,0.037,0.021,0.019
2014,4,17,20,0.037,0.03,0.011,0.015
2014,4,17,21,0.035,0.026,0.016,0.014
2014,4,17,22,0.03,0.023,0.02,0.02
2014,4,17,23,0.027,0.021,0.015,0.016
2014,4,17,24,0.02,0.018,0.01,0.01
2014,4,18,1,0.013,0.013,0.009,0.007
2014,4,18,2,0.014,0.012,0.008,0.006
2014,4,18,3,0.01,0.011,0.007,0.007
2014,4,18,4,0.009,0.01,0.006,0.005
2014,4,18,5,0.01,0.01,0.006,0.006
2014,4,18,6,0.012,0.026,0.007,0.01
2014,4,18,7,0.02,0.034,0.011,0.013
2014,4,18,8,0.022,0.031,0.015,0.014
2014,4,18,9,0.025,0.027,0.02,0.019
2014,4,18,10,0.027,0.029,0.019,0.024
2014,4,18,11,0.021,0.022,0.021,0.019
2014,4,18,12,0.019,0.02,0.017,0.018
2014,4,18,13,0.018,0.021,0.017,0.016
2014,4,18,14,0.021,0.024,0.017,0.013
2014,4,18,15,0.018,0.021,0.016,0.015
2014,4,18,16,0.015,0.02,0.015,0.014
2014,4,18,17,0.016,0.022,0.014,0.014
2014,4,18,18,0.026,0.022,0.015,0.014
2014,4,18,19,0.034,0.031,0.019,0.015
2014,4,18,20,0.045,0.031,0.022,0.016
2014,4,18,21,0.047,0.029,0.02,0.02
2014,4,18,22,0.033,0.029,0.02,0.014
2014,4,18,23,0.031,0.026,0.02,0.013
2014,4,18,24,0.02,0.022,0.013,0.01
2014,4,19,1,0.014,0.016,0.01,0.009
2014,4,19,2,0.01,0.013,0.008,0.008
2014,4,19,3,0.009,0.013,0.007,0.004
2014,4,19,4,0.009,0.012,0.008,0.006
2014,4,19,5,0.009,0.014,0.008,0.007
2014,4,19,6,0.012,0.024,0.009,0.009
2014,4,19,7,0.02,0.05,0.017,0.01
2014,4,19,8,0.022,0.031,0.015,0.012
2014,4,19,9,0.02,0.023,0.01,0.011
2014,4,19,10,0.018,0.022,0.008,0.01
2014,4,19,11,0.016,0.017,0.006,0.009
2014,4,19,12,0.018,0.019,0.008,0.011
2014,4,19,13,0.016,0.018,0.009,0.011
2014,4,19,14,0.018,0.024,0.009,0.009
2014,4,19,15,0.015,0.033,0.008,0.009
2014,4,19,16,0.016,0.023,0.008,0.009
2014,4,19,17,0.017,0.021,0.007,0.008
2014,4,19,18,0.014,0.02,0.008,0.008
2014,4,19,19,0.02,0.02,0.009,0.009
2014,4,19,20,0.021,0.021,0.01,0.01
2014,4,19,21,0.019,0.019,0.011,0.008
2014,4,19,22,0.018,0.017,0.011,0.007
2014,4,19,23,0.016,0.017,0.01,0.007
2014,4,19,24,0.012,0.014,0.009,0.006
2014,4,20,1,0.01,0.012,0.009,0.005
2014,4,20,2,0.009,0.011,0.009,0.005
2014,4,20,3,0.009,0.009,0.008,0.005
2014,4,20,4,0.01,0.009,0.007,0.004
2014,4,20,5,0.008,0.01,0.006,0.004
2014,4,20,6,0.008,0.014,0.009,0.004
2014,4,20,7,0.014,0.037,0.011,0.008
2014,4,20,8,0.013,0.048,0.008,0.009
2014,4,20,9,0.013,0.037,0.007,0.008
2014,4,20,10,0.014,0.023,0.009,0.006
2014,4,20,11,0.016,0.017,0.01,0.006
2014,4,20,12,0.021,0.016,0.009,0.006
2014,4,20,13,0.011,0.014,0.007,0.006
2014,4,20,14,0.012,0.016,0.007,0.005
2014,4,20,15,0.012,0.017,0.008,0.005
2014,4,20,16,0.012,0.014,0.013,0.006
2014,4,20,17,0.017,0.016,0.013,0.007
2014,4,20,18,0.022,0.017,0.011,0.009
2014,4,20,19,0.044,0.018,0.011,0.009
2014,4,20,20,0.045,0.028,0.011,0.009
2014,4,20,21,0.032,0.021,0.013,0.01
2014,4,20,22,0.028,0.024,0.016,0.012
2014,4,20,23,0.032,0.019,0.018,0.011
2014,4,20,24,0.028,0.014,0.022,0.012
2014,4,21,1,0.026,0.02,0.022,0.012
2014,4,21,2,0.032,0.017,0.024,0.012
2014,4,21,3,0.029,0.017,0.027,0.013
2014,4,21,4,0.042,0.016,0.026,0.01
2014,4,21,5,0.024,0.017,0.03,0.015
2014,4,21,6,0.045,0.022,0.029,0.015
2014,4,21,7,0.032,0.035,0.029,0.016
2014,4,21,8,0.044,0.038,0.032,0.017
2014,4,21,9,0.034,0.033,0.037,0.016
2014,4,21,10,0.04,0.032,0.033,0.019
2014,4,21,11,0.034,0.029,0.026,0.012
2014,4,21,12,0.048,0.029,0.043,0.01
2014,4,21,13,0.039,0.028,0.034,점검
2014,4,21,14,0.043,0.026,0.034,0.012
2014,4,21,15,0.047,0.028,0.034,0.02
2014,4,21,16,0.041,0.031,0.044,0.021
2014,4,21,17,0.035,0.032,0.038,0.019
2014,4,21,18,0.043,0.035,0.023,0.019
2014,4,21,19,0.042,0.033,0.022,0.018
2014,4,21,20,0.07,0.028,0.02,0.015
2014,4,21,21,0.062,0.028,0.02,0.013
2014,4,21,22,0.034,0.033,0.016,0.011
2014,4,21,23,0.032,0.033,0.014,0.012
2014,4,21,24,0.029,0.032,0.013,0.012
2014,4,22,1,0.025,0.027,0.011,0.012
2014,4,22,2,0.018,0.021,0.012,0.012
2014,4,22,3,0.02,0.021,0.016,0.012
2014,4,22,4,0.028,0.021,0.022,0.012
2014,4,22,5,0.03,0.02,0.027,0.014
2014,4,22,6,0.038,0.023,0.028,0.022
2014,4,22,7,0.035,0.045,0.042,0.023
2014,4,22,8,0.058,0.042,0.042,0.022
2014,4,22,9,0.056,0.037,0.043,0.023
2014,4,22,10,점검,0.037,0.044,0.017
2014,4,22,11,점검,0.028,점검,0.016
2014,4,22,12,점검,0.026,점검,0.012
2014,4,22,13,점검,0.026,점검,0.01
2014,4,22,14,점검,점검,점검,0.012
2014,4,22,15,점검,점검,점검,0.013
2014,4,22,16,점검,0.016,점검,0.011
2014,4,22,17,점검,0.02,점검,0.009
2014,4,22,18,점검,0.023,점검,0.013
2014,4,22,19,점검,0.029,점검,0.011
2014,4,22,20,점검,0.028,점검,0.013
2014,4,22,21,점검,0.032,점검,0.015
2014,4,22,22,점검,0.033,점검,0.025
2014,4,22,23,점검,0.025,점검,0.025
2014,4,22,24,점검,0.026,점검,0.018
2014,4,23,1,점검,0.026,점검,0.02
2014,4,23,2,점검,0.023,점검,0.012
2014,4,23,3,점검,0.021,점검,0.016
2014,4,23,4,점검,0.019,점검,0.013
2014,4,23,5,점검,0.02,점검,0.022
2014,4,23,6,점검,0.023,점검,0.021
2014,4,23,7,점검,0.042,점검,0.022
2014,4,23,8,점검,0.037,점검,0.023
2014,4,23,9,점검,0.036,점검,0.022
2014,4,23,10,점검,0.034,점검,0.018
2014,4,23,11,점검,0.035,점검,0.016
2014,4,23,12,점검,0.03,점검,0.011
2014,4,23,13,0.023,0.026,0.02,0.008
2014,4,23,14,0.043,0.026,0.026,0.013
2014,4,23,15,0.048,0.028,0.029,0.018
2014,4,23,16,0.049,0.028,0.026,0.016
2014,4,23,17,0.046,0.03,0.025,0.015
2014,4,23,18,0.039,0.031,0.035,0.017
2014,4,23,19,0.035,0.032,0.049,0.017
2014,4,23,20,0.052,0.028,0.07,0.025
2014,4,23,21,0.057,0.029,0.074,0.025
2014,4,23,22,0.066,0.035,0.055,0.021
2014,4,23,23,0.07,0.038,0.061,0.02
2014,4,23,24,0.067,0.035,0.062,0.019
2014,4,24,1,0.043,0.03,0.061,0.017
2014,4,24,2,0.034,0.027,0.056,0.015
2014,4,24,3,0.034,0.025,0.048,0.014
2014,4,24,4,0.045,0.022,0.05,0.014
2014,4,24,5,0.027,0.023,0.048,0.026
2014,4,24,6,0.053,0.027,0.047,0.019
2014,4,24,7,0.066,0.039,0.045,0.028
2014,4,24,8,0.078,0.043,0.046,0.028
2014,4,24,9,0.083,0.039,0.054,0.03
2014,4,24,10,0.049,0.043,0.06,0.036
2014,4,24,11,0.044,0.029,0.038,0.027
2014,4,24,12,0.03,0.02,0.025,0.015
2014,4,24,13,0.034,0.021,0.017,0.011
2014,4,24,14,0.029,0.02,0.017,0.008
2014,4,24,15,0.029,0.026,0.018,0.01
2014,4,24,16,0.03,0.025,0.024,0.009
2014,4,24,17,0.033,0.039,0.026,0.009
2014,4,24,18,0.032,0.035,0.023,0.011
2014,4,24,19,0.043,0.035,0.029,0.012
2014,4,24,20,0.048,0.027,0.033,0.008
2014,4,24,21,0.056,0.023,0.048,0.022
2014,4,24,22,0.059,0.036,0.054,0.022
2014,4,24,23,0.059,0.031,0.062,0.015
2014,4,24,24,0.059,0.031,0.042,0.019
2014,4,25,1,0.033,0.026,0.055,0.014
2014,4,25,2,0.028,0.025,0.052,0.014
2014,4,25,3,0.036,0.022,0.047,0.012
2014,4,25,4,0.06,0.02,0.044,0.021
2014,4,25,5,0.048,0.022,0.042,0.027
2014,4,25,6,0.059,0.024,0.041,0.025
2014,4,25,7,0.064,0.041,0.04,0.025
2014,4,25,8,0.071,0.051,0.04,0.023
2014,4,25,9,0.06,0.039,0.046,0.026
2014,4,25,10,0.045,0.041,0.045,0.029
2014,4,25,11,0.046,0.036,0.042,0.02
2014,4,25,12,0.044,0.029,0.04,0.012
2014,4,25,13,0.049,0.022,0.031,0.012
2014,4,25,14,0.032,0.023,0.022,0.014
2014,4,25,15,0.03,0.021,0.026,0.012
2014,4,25,16,0.038,0.026,0.026,0.012
2014,4,25,17,0.038,0.039,0.016,0.01
2014,4,25,18,0.033,0.036,0.044,0.017
2014,4,25,19,0.052,0.039,0.051,0.024
2014,4,25,20,0.062,0.027,0.056,0.028
2014,4,25,21,0.075,0.027,0.051,0.023
2014,4,25,22,0.079,0.036,0.058,0.019
2014,4,25,23,0.082,0.034,0.062,0.025
2014,4,25,24,0.084,0.033,0.057,0.028
2014,4,26,1,0.068,0.028,0.056,0.027
2014,4,26,2,0.071,0.023,0.055,0.024
2014,4,26,3,0.054,0.023,0.044,0.022
2014,4,26,4,0.034,0.021,0.047,0.014
2014,4,26,5,0.043,0.022,0.042,0.015
2014,4,26,6,0.057,0.027,0.044,0.026
2014,4,26,7,0.061,0.041,0.044,0.023
2014,4,26,8,0.067,0.049,0.046,0.023
2014,4,26,9,0.075,0.035,0.048,0.024
2014,4,26,10,0.072,0.035,0.049,0.025
2014,4,26,11,0.066,0.035,0.051,0.016
2014,4,26,12,0.056,0.028,0.052,0.012
2014,4,26,13,0.05,0.028,0.021,0.012
2014,4,26,14,0.043,0.027,0.028,0.008
2014,4,26,15,0.039,0.028,0.032,0.007
2014,4,26,16,0.037,0.033,0.036,0.01
2014,4,26,17,0.041,0.036,0.035,0.009
2014,4,26,18,0.041,0.037,0.042,0.011
2014,4,26,19,0.04,0.041,0.052,0.011
2014,4,26,20,0.05,0.031,0.039,0.013
2014,4,26,21,0.048,0.022,0.039,0.015
2014,4,26,22,0.051,0.019,0.035,0.019
2014,4,26,23,0.059,0.017,0.035,0.016
2014,4,26,24,0.04,0.023,0.033,0.01
2014,4,27,1,0.038,0.027,0.041,0.019
2014,4,27,2,0.051,0.021,0.035,0.014
2014,4,27,3,0.054,0.017,0.026,0.007
2014,4,27,4,0.03,0.017,0.023,0.006
2014,4,27,5,0.039,0.017,0.025,0.013
2014,4,27,6,0.035,0.031,0.028,0.017
2014,4,27,7,0.042,0.025,0.033,0.02
2014,4,27,8,0.045,0.039,0.034,0.021
2014,4,27,9,0.024,0.03,0.029,0.012
2014,4,27,10,0.02,0.029,0.028,0.007
2014,4,27,11,0.02,0.024,0.022,0.005
2014,4,27,12,0.019,0.021,0.015,0.004
2014,4,27,13,0.019,0.022,0.012,0.004
2014,4,27,14,0.02,0.022,0.012,0.004
2014,4,27,15,0.021,0.022,0.013,0.004
2014,4,27,16,0.022,0.022,0.014,0.005
2014,4,27,17,0.023,0.019,0.017,0.005
2014,4,27,18,0.022,0.027,0.019,0.006
2014,4,27,19,0.019,0.024,0.03,0.011
2014,4,27,20,0.038,0.03,0.018,0.012
2014,4,27,21,0.039,0.026,0.013,0.017
2014,4,27,22,0.031,0.022,0.023,0.014
2014,4,27,23,0.036,0.022,0.031,0.015
2014,4,27,24,0.021,0.018,0.017,0.015
2014,4,28,1,0.014,0.013,0.008,0.01
2014,4,28,2,0.014,0.01,0.009,0.006
2014,4,28,3,0.02,0.009,0.007,0.006
2014,4,28,4,0.012,0.009,0.005,0.005
2014,4,28,5,0.013,0.012,0.005,0.005
2014,4,28,6,0.008,0.016,0.006,0.005
2014,4,28,7,0.015,0.03,0.007,0.006
2014,4,28,8,0.024,0.026,0.007,0.011
2014,4,28,9,0.02,0.024,0.008,0.011
2014,4,28,10,0.022,0.024,0.007,0.01
2014,4,28,11,0.02,0.017,0.007,0.008
2014,4,28,12,0.022,0.016,0.009,0.01
2014,4,28,13,0.017,0.015,0.008,0.01
2014,4,28,14,0.02,0.018,0.008,0.01
2014,4,28,15,점검,0.019,0.007,0.008
2014,4,28,16,점검,0.019,0.007,0.008
2014,4,28,17,0.026,0.019,0.009,0.009
2014,4,28,18,0.024,0.021,0.01,0.009
2014,4,28,19,0.024,0.024,0.011,0.01
2014,4,28,20,0.019,0.029,0.011,0.009
2014,4,28,21,0.017,0.021,0.011,0.007
2014,4,28,22,0.017,0.025,0.01,0.007
2014,4,28,23,0.025,0.021,0.012,0.008
2014,4,28,24,0.022,0.018,0.011,0.008
2014,4,29,1,0.019,0.015,0.009,0.007
2014,4,29,2,0.013,0.01,0.01,0.005
2014,4,29,3,0.011,0.013,0.008,0.005
2014,4,29,4,0.013,0.015,0.012,0.005
2014,4,29,5,0.013,0.016,0.013,0.013
2014,4,29,6,0.016,0.018,0.02,0.017
2014,4,29,7,0.022,0.04,0.03,0.023
2014,4,29,8,0.031,0.032,0.032,0.02
2014,4,29,9,0.032,0.036,0.038,0.018
2014,4,29,10,0.022,0.035,0.038,0.018
2014,4,29,11,0.021,0.027,0.027,0.012
2014,4,29,12,0.016,0.023,0.022,0.01
2014,4,29,13,0.015,0.022,0.02,0.008
2014,4,29,14,0.022,0.021,0.016,0.007
2014,4,29,15,0.022,0.022,0.017,0.007
2014,4,29,16,0.025,0.022,0.024,0.008
2014,4,29,17,0.025,0.024,0.023,0.008
2014,4,29,18,0.024,0.03,0.031,0.005
2014,4,29,19,0.027,0.027,0.03,0.008
2014,4,29,20,0.027,0.026,0.034,0.007
2014,4,29,21,0.025,0.028,0.031,0.007
2014,4,29,22,0.023,0.029,0.033,0.008
2014,4,29,23,0.031,0.02,0.026,0.009
2014,4,29,24,0.029,0.015,0.035,0.011
2014,4,30,1,0.026,0.017,0.03,0.012
2014,4,30,2,0.021,0.012,0.019,0.009
2014,4,30,3,0.019,0.01,0.017,0.009
2014,4,30,4,0.022,0.015,0.013,0.007
2014,4,30,5,0.023,0.014,0.015,0.01
2014,4,30,6,0.021,0.019,0.017,0.01
2014,4,30,7,0.029,0.033,0.029,0.015
2014,4,30,8,0.044,0.036,0.021,0.017
2014,4,30,9,0.045,0.03,0.022,0.018
2014,4,30,10,0.046,0.03,0.025,0.019
2014,4,30,11,0.041,0.027,0.02,0.017
2014,4,30,12,0.034,0.024,0.025,0.017
2014,4,30,13,0.021,0.024,0.015,점검
2014,4,30,14,0.02,0.023,0.012,0.016
2014,4,30,15,0.021,0.025,0.013,0.017
2014,4,30,16,0.021,0.025,0.017,0.019
2014,4,30,17,0.018,0.024,0.015,0.017
2014,4,30,18,0.024,0.026,점검,0.017
2014,4,30,19,0.023,0.023,0.022,0.021
2014,4,30,20,0.024,0.024,0.021,0.018
2014,4,30,21,0.032,0.025,0.018,0.011
2014,4,30,22,0.03,0.024,0.019,0.012
2014,4,30,23,0.025,0.022,0.016,0.012
2014,4,30,24,0.023,0.018,0.019,0.01
2014,5,1,1,0.025,0.014,0.02,0.011
2014,5,1,2,0.03,0.016,0.021,0.013
