측정소,년,월,일,시,CO,NO₂,PM10,PM2.5,Temp,direction(wind),speed(wind),Precipitation
801 온천동,2014,1,1,1,1.1,0.015,96,,7.3,283.3,6.1,0
801 온천동,2014,1,1,2,0.9,0.014,101,,6.5,296.6,6.4,0
801 온천동,2014,1,1,3,0.8,0.012,104,,6.6,289,6.7,0
801 온천동,2014,1,1,4,0.8,0.012,119,,6.2,309.3,5.2,0
801 온천동,2014,1,1,5,0.8,0.011,128,,5.9,292.3,7.7,0
801 온천동,2014,1,1,6,0.7,0.014,117,,5.8,297.8,7,0
801 온천동,2014,1,1,7,0.6,0.016,127,,5.5,287.5,4.3,0
801 온천동,2014,1,1,8,0.5,0.017,127,,5.2,313.8,4.3,0
801 온천동,2014,1,1,9,0.6,0.018,132,,4.3,308.9,1.4,0
801 온천동,2014,1,1,10,0.8,0.018,133,,5.1,272,2.4,0
801 온천동,2014,1,1,11,1.2,0.016,136,,5.7,286.9,3.5,0
801 온천동,2014,1,1,12,1.2,0.016,126,,6.6,273.3,4,0
801 온천동,2014,1,1,13,1.2,0.014,90,,7.7,290.9,4.5,0
801 온천동,2014,1,1,14,1.2,0.014,83,,8.2,274.3,5.3,0
801 온천동,2014,1,1,15,1.1,0.015,98,,8.8,295.9,5.9,0
801 온천동,2014,1,1,16,1.1,0.017,97,,9.2,296.1,6.1,0
801 온천동,2014,1,1,17,1.2,0.019,90,,9,312.2,5.2,0
801 온천동,2014,1,1,18,1.1,0.018,91,,8.8,288.6,5.4,0
801 온천동,2014,1,1,19,1,0.016,77,,8.5,295.8,4.2,0
801 온천동,2014,1,1,20,0.9,0.017,70,,7.9,291.8,3.8,0
801 온천동,2014,1,1,21,0.9,0.016,76,,7.9,286.4,3.8,0
801 온천동,2014,1,1,22,0.8,0.02,103,,8.1,278.3,4.7,0
801 온천동,2014,1,1,23,0.7,0.014,79,,7.5,289,3.3,0
801 온천동,2014,1,1,24,0.8,0.016,96,,7.4,277.7,1.9,0
801 온천동,2014,1,2,1,1.1,0.02,113,,6.3,311.7,1.4,0
801 온천동,2014,1,2,2,1,0.015,125,,6.6,295,3.1,0
801 온천동,2014,1,2,3,0.9,0.017,121,,6.7,295.9,2.4,0
801 온천동,2014,1,2,4,0.8,0.018,114,,6.1,304.8,2,0
801 온천동,2014,1,2,5,0.8,0.018,109,,4.3,104,1.2,0
801 온천동,2014,1,2,6,0.8,0.023,96,,3.8,67.5,1.6,0
801 온천동,2014,1,2,7,0.9,0.029,114,,4.1,106,1.2,0
801 온천동,2014,1,2,8,1.2,0.038,133,,3.7,288.9,0.5,0
801 온천동,2014,1,2,9,1.7,0.034,171,,2.2,0,0.1,0
801 온천동,2014,1,2,10,1.3,0.03,197,,4.4,325.9,0.5,0
801 온천동,2014,1,2,11,1.3,0.023,164,,6.8,280.8,1.7,0
801 온천동,2014,1,2,12,1.3,0.018,106,,7.2,322.9,2.3,0
801 온천동,2014,1,2,13,1.3,0.019,81,,8.5,314,2.3,0
801 온천동,2014,1,2,14,1.2,0.019,64,,8.4,335.9,2.8,0
801 온천동,2014,1,2,15,1.2,0.019,67,,8.9,289.4,3.2,0
801 온천동,2014,1,2,16,1.2,0.024,59,,9.4,287.2,2.1,0
801 온천동,2014,1,2,17,1.2,0.022,56,,9.7,272.7,2.5,0
801 온천동,2014,1,2,18,1.3,0.021,46,,8.9,300.9,2.8,0
801 온천동,2014,1,2,19,점검,점검,45,,7.3,0,0.3,0
801 온천동,2014,1,2,20,1,0.023,46,,6.1,63.9,1.4,0
801 온천동,2014,1,2,21,1.3,0.028,48,,5.2,49.4,1.5,0
801 온천동,2014,1,2,22,1.2,0.027,70,,4.7,35.2,1.3,0
801 온천동,2014,1,2,23,1.1,0.026,63,,3.1,0,0.3,0
801 온천동,2014,1,2,24,1,0.025,62,,3.2,341.3,1.2,0
801 온천동,2014,1,3,1,1.1,0.022,58,,2.5,37.9,0.6,0
801 온천동,2014,1,3,2,1,0.02,59,,1.3,94,1.4,0
801 온천동,2014,1,3,3,0.8,0.019,52,,1.8,61.3,0.7,0
801 온천동,2014,1,3,4,0.7,0.019,42,,1.2,0,0.3,0
801 온천동,2014,1,3,5,0.6,0.018,33,,1.1,88.3,0.5,0
801 온천동,2014,1,3,6,0.6,0.019,48,,0.9,72.9,0.7,0
801 온천동,2014,1,3,7,0.8,0.033,51,,0.6,37.4,1.2,0
801 온천동,2014,1,3,8,0.8,0.027,80,,0.9,15.7,1.1,0
801 온천동,2014,1,3,9,1.4,0.031,68,,1.4,8.4,0.8,0
801 온천동,2014,1,3,10,1.3,0.031,105,,2.4,0,0.3,0
801 온천동,2014,1,3,11,1.7,0.038,110,,4.2,0,0.1,0
801 온천동,2014,1,3,12,1.5,0.032,111,,7.2,181.5,1.6,0
801 온천동,2014,1,3,13,1.5,0.031,93,,10.3,232,1.2,0
801 온천동,2014,1,3,14,1.6,0.027,52,,10.3,290.9,1.6,0
801 온천동,2014,1,3,15,1.6,0.026,73,,11.3,232.6,1.3,0
801 온천동,2014,1,3,16,1.6,0.028,66,,11.6,291.4,2.2,0
801 온천동,2014,1,3,17,1.6,0.025,69,,11,254.8,1.6,0
801 온천동,2014,1,3,18,1.8,0.028,57,,9.6,0,0.3,0
801 온천동,2014,1,3,19,1.8,0.027,67,,8.7,250.2,0.5,0
801 온천동,2014,1,3,20,2.1,0.029,42,,7.3,69.7,1.1,0
801 온천동,2014,1,3,21,1.9,0.028,52,,6.9,46.6,1.3,0
801 온천동,2014,1,3,22,1.8,0.029,60,,5.6,15.9,0.7,0
801 온천동,2014,1,3,23,1.7,0.027,62,,4.3,0,0.1,0
801 온천동,2014,1,3,24,1.4,0.023,50,,3.5,0,0.3,0
801 온천동,2014,1,4,1,1.2,0.022,49,,3.7,52.6,0.7,0
801 온천동,2014,1,4,2,1,0.02,41,,3,1.5,0.5,0
801 온천동,2014,1,4,3,0.9,0.021,42,,2.8,36.5,0.6,0
801 온천동,2014,1,4,4,0.9,0.02,41,,3.5,0,0.3,0
801 온천동,2014,1,4,5,1,0.021,43,,4.2,0,0.4,0
801 온천동,2014,1,4,6,0.9,0.022,42,,4.6,97.4,2.2,0
801 온천동,2014,1,4,7,0.8,0.041,52,,3.3,41.5,0.8,0
801 온천동,2014,1,4,8,0.9,0.037,79,,2.9,0,0.3,0
801 온천동,2014,1,4,9,0.9,0.026,107,,2.6,329.4,0.7,0
801 온천동,2014,1,4,10,1.1,0.026,134,,3.9,266.8,0.6,0
801 온천동,2014,1,4,11,1.2,0.022,148,,6.4,237.3,1,0
801 온천동,2014,1,4,12,1.4,0.021,103,,8.4,279.5,1.3,0
801 온천동,2014,1,4,13,1.4,0.019,78,,9.9,290.8,1.2,0
801 온천동,2014,1,4,14,1.4,0.023,68,,10.4,287.8,1.3,0
801 온천동,2014,1,4,15,1.3,0.023,66,,10.8,300,1,0
801 온천동,2014,1,4,16,1.4,0.02,69,,9,118.3,1.1,0
801 온천동,2014,1,4,17,1.5,0.021,61,,8.5,48.7,0.7,0
801 온천동,2014,1,4,18,1.6,0.029,58,,7.7,310.8,0.9,0
801 온천동,2014,1,4,19,1.6,0.035,56,,6.4,181.9,0.6,0
801 온천동,2014,1,4,20,1.4,0.023,44,,5.2,0,0.4,0
801 온천동,2014,1,4,21,1.3,0.019,36,,4.8,248.9,1.1,0
801 온천동,2014,1,4,22,1.2,0.022,27,,4.4,226.8,0.9,0
801 온천동,2014,1,4,23,1.2,0.019,23,,4.1,243.6,0.7,0
801 온천동,2014,1,4,24,1.2,0.016,30,,4,280,0.6,0
801 온천동,2014,1,5,1,0.9,0.015,34,,3.5,262,0.7,0
801 온천동,2014,1,5,2,0.6,0.011,26,,3.6,150.5,1,0
801 온천동,2014,1,5,3,0.6,0.014,21,,4,243.3,1.1,0
801 온천동,2014,1,5,4,0.4,0.012,25,,3.4,188.2,0.8,0
801 온천동,2014,1,5,5,0.4,0.011,22,,3.4,236.8,0.9,0
801 온천동,2014,1,5,6,0.5,0.031,20,,3.9,288.7,0.6,0
801 온천동,2014,1,5,7,0.5,0.023,19,,3.7,0,0.4,0
801 온천동,2014,1,5,8,0.4,0.02,30,,3,207.7,0.6,0
801 온천동,2014,1,5,9,0.5,0.023,17,,2.6,258.2,0.6,0
801 온천동,2014,1,5,10,0.8,0.02,45,,3.6,317.9,1.2,0
801 온천동,2014,1,5,11,1.3,0.021,70,,5.5,303.6,1.1,0
801 온천동,2014,1,5,12,1.3,0.018,61,,7.9,234.7,1.1,0
801 온천동,2014,1,5,13,1.1,0.018,46,,8.5,273.8,1.9,0
801 온천동,2014,1,5,14,1.2,0.018,56,,9.3,214.6,2.7,0
801 온천동,2014,1,5,15,1.1,0.018,56,,8.6,284.9,3.9,0
801 온천동,2014,1,5,16,1.1,0.02,59,,9.2,262.2,3.1,0
801 온천동,2014,1,5,17,1.1,0.018,44,,8.6,297.1,4,0
801 온천동,2014,1,5,18,1,0.018,34,,8.3,313.3,2.9,0
801 온천동,2014,1,5,19,0.9,0.019,29,,7.1,327.7,2.8,0
801 온천동,2014,1,5,20,0.8,0.018,43,,6.1,338.9,1.2,0
801 온천동,2014,1,5,21,0.7,0.019,42,,5.5,315.5,1.6,0
801 온천동,2014,1,5,22,0.6,0.018,50,,4.9,332.6,1.6,0
801 온천동,2014,1,5,23,0.4,0.015,46,,4.9,329,3.3,0
801 온천동,2014,1,5,24,0.4,0.015,47,,4.4,321.9,3.5,0
801 온천동,2014,1,6,1,0.7,0.011,61,,3.5,53.7,1.1,0
801 온천동,2014,1,6,2,0.6,0.011,51,,3.1,124.2,1.1,0
801 온천동,2014,1,6,3,0.6,0.014,57,,3.1,331.8,2.5,0
801 온천동,2014,1,6,4,0.6,0.017,60,,2.1,354,0.5,0
801 온천동,2014,1,6,5,0.6,0.016,71,,1.5,53.6,0.5,0
801 온천동,2014,1,6,6,0.6,0.018,62,,1,150.7,0.5,0
801 온천동,2014,1,6,7,0.7,0.04,57,,0.4,34.7,0.7,0
801 온천동,2014,1,6,8,0.9,0.035,84,,-0.4,145.2,1,0
801 온천동,2014,1,6,9,1.1,0.032,93,,-0.6,0,0.2,0
801 온천동,2014,1,6,10,1.1,0.028,95,,1.5,181.1,0.9,0
801 온천동,2014,1,6,11,1.1,0.023,116,,4.3,213.8,0.7,0
801 온천동,2014,1,6,12,1.4,0.021,101,,5.7,311.2,1.6,0
801 온천동,2014,1,6,13,1.7,0.022,79,,7.9,214.9,1.1,0
801 온천동,2014,1,6,14,1.6,0.022,67,,8,273.7,2.1,0
801 온천동,2014,1,6,15,1.6,0.025,67,,7.9,302,2.3,0
801 온천동,2014,1,6,16,1.7,0.027,72,,9,257.1,1.8,0
801 온천동,2014,1,6,17,1.7,0.026,81,,8.2,195.7,2.6,0
801 온천동,2014,1,6,18,1.7,0.03,83,,7.4,236.4,0.9,0
801 온천동,2014,1,6,19,1.6,0.029,89,,5.9,265.8,0.7,0
801 온천동,2014,1,6,20,1.6,0.029,92,,4.7,40.8,0.8,0
801 온천동,2014,1,6,21,1.8,0.033,85,,4.1,32.5,0.8,0
801 온천동,2014,1,6,22,1.6,0.032,102,,2.7,34.4,0.8,0
801 온천동,2014,1,6,23,1.4,0.028,105,,2.1,355.7,0.5,0
801 온천동,2014,1,6,24,1.3,0.027,98,,1.5,36.5,0.6,0
801 온천동,2014,1,7,1,1.2,0.022,86,,1,62.9,0.7,0
801 온천동,2014,1,7,2,1.1,0.022,82,,0.5,68.2,0.9,0
801 온천동,2014,1,7,3,1,0.021,85,,0.7,80.3,0.9,0
801 온천동,2014,1,7,4,0.8,0.02,77,,0.4,40.2,0.6,0
801 온천동,2014,1,7,5,0.8,0.02,69,,0.1,54.5,0.5,0
801 온천동,2014,1,7,6,0.8,0.023,74,,-0.3,67.5,0.6,0
801 온천동,2014,1,7,7,1,0.041,81,,-0.3,50.4,0.7,0
801 온천동,2014,1,7,8,1.1,0.033,118,,-0.8,0,0.2,0
801 온천동,2014,1,7,9,1.3,0.033,145,,-0.4,62.2,1.1,0
801 온천동,2014,1,7,10,1.5,0.036,146,,1.9,90.2,0.5,0
801 온천동,2014,1,7,11,1.4,0.029,154,,4.9,158.4,0.6,0
801 온천동,2014,1,7,12,1.6,0.024,117,,7.7,144.4,1.4,0
801 온천동,2014,1,7,13,1.9,0.027,77,,8.3,303.7,2.1,0
801 온천동,2014,1,7,14,1.8,0.021,96,,8.1,276,3.6,0
801 온천동,2014,1,7,15,1.7,0.023,76,,8.6,271,4.4,0
801 온천동,2014,1,7,16,1.6,0.023,72,,8.8,157.1,1,0
801 온천동,2014,1,7,17,1.8,0.024,76,,8.6,299.2,2,0
801 온천동,2014,1,7,18,1.8,0.023,72,,8,338.2,2,0
801 온천동,2014,1,7,19,2,0.036,63,,7.9,332.3,2,0
801 온천동,2014,1,7,20,1.9,0.032,81,,7.3,188.3,1.3,0
801 온천동,2014,1,7,21,2,0.029,73,,6.9,131.5,0.5,0
801 온천동,2014,1,7,22,2,0.031,72,,7,128.8,0.7,0
801 온천동,2014,1,7,23,1.9,0.03,77,,7.1,2.8,1,0
801 온천동,2014,1,7,24,1.8,0.026,72,,6.1,0,0.4,0
801 온천동,2014,1,8,1,1,0.025,72,,6,263.2,0.7,0
801 온천동,2014,1,8,2,0.8,0.022,68,,6.2,196.2,1.3,0
801 온천동,2014,1,8,3,0.7,0.018,73,,5.8,242.4,1.4,0
801 온천동,2014,1,8,4,0.8,0.023,64,,5.7,0,0.2,0
801 온천동,2014,1,8,5,0.8,0.023,64,,5,85.4,0.9,0
801 온천동,2014,1,8,6,0.8,0.026,66,,5.2,22.6,0.5,0
801 온천동,2014,1,8,7,1,0.051,71,,5,0,0.3,0
801 온천동,2014,1,8,8,1,0.036,87,,5.1,0,0.4,0
801 온천동,2014,1,8,9,0.9,0.028,99,,4.9,344.7,0.8,0
801 온천동,2014,1,8,10,0.7,0.024,76,,4.4,268.4,0.6,0
801 온천동,2014,1,8,11,0.7,0.029,47,,3.3,306.5,0.7,1.5
801 온천동,2014,1,8,12,0.8,0.026,53,,3.1,266.2,0.9,1
801 온천동,2014,1,8,13,0.7,0.025,55,,3,299.5,1.3,1.5
801 온천동,2014,1,8,14,0.7,0.026,48,,2.5,241.2,1,1.5
801 온천동,2014,1,8,15,0.6,0.025,44,,2.5,275,0.9,1.5
801 온천동,2014,1,8,16,0.6,0.025,38,,2.8,293.9,0.5,0.5
801 온천동,2014,1,8,17,0.5,0.025,40,,3.3,0,0.3,0
801 온천동,2014,1,8,18,0.5,0.026,36,,3.8,0,0.2,0
801 온천동,2014,1,8,19,0.8,0.026,37,,3.7,339.1,1.3,0
801 온천동,2014,1,8,20,0.6,0.022,71,,3.9,31.3,0.9,0
801 온천동,2014,1,8,21,0.5,0.02,99,,4.1,341.3,1.3,0
801 온천동,2014,1,8,22,0.4,0.023,97,,4.3,318.7,3.2,0
801 온천동,2014,1,8,23,0.3,0.02,99,,3.4,328,1.7,0
801 온천동,2014,1,8,24,0.2,0.019,108,,3.6,349.9,1,0
801 온천동,2014,1,9,1,0.7,0.012,94,,3.4,338.3,1.9,0
801 온천동,2014,1,9,2,0.5,0.009,79,,2.7,336.6,3.2,0
801 온천동,2014,1,9,3,0.3,0.008,46,,1.8,343.2,4.1,0
801 온천동,2014,1,9,4,0.2,0.009,26,,0.6,28.4,2.4,0
801 온천동,2014,1,9,5,동불,0.008,17,,-0.2,331.4,1.7,0
801 온천동,2014,1,9,6,동불,0.012,18,,-0.8,337.5,2.7,0
801 온천동,2014,1,9,7,동불,0.024,15,,-1.6,341.7,2.2,0
801 온천동,2014,1,9,8,동불,0.039,23,,-2.3,336.4,2.5,0
801 온천동,2014,1,9,9,동불,0.022,31,,-2.8,336.3,3.7,0
801 온천동,2014,1,9,10,동불,0.019,40,,-2.5,305,4,0
801 온천동,2014,1,9,11,점검,점검,33,,-2,318.5,3.8,0
801 온천동,2014,1,9,12,0.8,0.012,28,,-1.1,301.5,4.4,0
801 온천동,2014,1,9,13,0.9,0.014,22,,-0.7,314.8,5.9,0
801 온천동,2014,1,9,14,1,0.012,21,,0.1,312.8,7.7,0
801 온천동,2014,1,9,15,0.9,0.014,19,,0.6,303.8,3.5,0
801 온천동,2014,1,9,16,0.7,0.016,25,,0.2,308,6,0
801 온천동,2014,1,9,17,0.6,0.016,33,,-0.1,317.8,5.8,0
801 온천동,2014,1,9,18,0.5,0.017,23,,-0.7,308.5,5.8,0
801 온천동,2014,1,9,19,0.3,0.018,19,,-1.7,,,0
801 온천동,2014,1,9,20,0.1,0.016,47,,-2.4,231.8,1.1,0
801 온천동,2014,1,9,21,0.3,0.014,28,,-2.8,341,1.5,0
801 온천동,2014,1,9,22,0.5,0.013,33,,-3.3,331.2,2.8,0
801 온천동,2014,1,9,23,0.7,0.013,20,,-4.1,336.9,1.9,0
801 온천동,2014,1,9,24,0.7,0.011,29,,-4.8,137.4,1.5,0
801 온천동,2014,1,10,1,0.8,0.01,18,,-5.2,161.2,1.1,0
801 온천동,2014,1,10,2,0.6,0.011,23,,-5,61.1,1.5,0
801 온천동,2014,1,10,3,0.6,0.007,9,,-5.3,66.7,1.6,0
801 온천동,2014,1,10,4,0.6,0.007,9,,-4.7,196.5,1.6,0
801 온천동,2014,1,10,5,0.6,0.008,22,,-4.1,359.3,2,0
801 온천동,2014,1,10,6,0.6,0.011,32,,-3.8,214.9,1.7,0
801 온천동,2014,1,10,7,0.8,0.026,31,,-3.2,335.5,1.9,0
801 온천동,2014,1,10,8,0.8,0.019,46,,-3.4,343.7,1.3,0
801 온천동,2014,1,10,9,1.1,0.019,56,,-2.9,342,1.8,0
801 온천동,2014,1,10,10,1.2,0.017,58,,-2.1,314.3,2.6,0
801 온천동,2014,1,10,11,1.6,0.017,64,,-0.8,331.2,2.3,0
801 온천동,2014,1,10,12,1.9,0.017,44,,0.1,308.9,2,0
801 온천동,2014,1,10,13,1.1,0.015,50,,0.7,303.1,2.5,0
801 온천동,2014,1,10,14,1.1,0.017,51,,1.5,300.2,3.4,0
801 온천동,2014,1,10,15,1,0.02,61,,1.7,300.4,2.6,0
801 온천동,2014,1,10,16,0.9,0.016,59,,2,319.3,2.6,0
801 온천동,2014,1,10,17,0.9,0.021,65,,2.5,336.5,1.7,0
801 온천동,2014,1,10,18,0.9,0.029,45,,2.2,289.5,2.1,0
801 온천동,2014,1,10,19,0.7,0.018,51,,1.7,320.4,2.1,0
801 온천동,2014,1,10,20,0.7,0.019,52,,0.8,348,0.6,0
801 온천동,2014,1,10,21,0.7,0.021,59,,1.6,311.6,2.9,0
801 온천동,2014,1,10,22,0.7,0.023,70,,0.4,184.8,1,0
801 온천동,2014,1,10,23,0.6,0.021,83,,0,317,0.5,0
801 온천동,2014,1,10,24,0.5,0.017,80,,-0.7,0,0.2,0
801 온천동,2014,1,11,1,1.2,0.016,74,,-0.1,142.6,0.7,0
801 온천동,2014,1,11,2,1.1,0.012,78,,0.2,68.9,1.2,0
801 온천동,2014,1,11,3,1.1,0.017,85,,-0.2,95.1,0.6,0
801 온천동,2014,1,11,4,1,0.014,70,,-0.9,4.9,0.5,0
801 온천동,2014,1,11,5,0.9,0.012,72,,-0.7,16.4,0.8,0
801 온천동,2014,1,11,6,0.9,0.015,68,,-1.3,27.9,0.9,0
801 온천동,2014,1,11,7,1,0.03,53,,-1.2,315,0.9,0
801 온천동,2014,1,11,8,0.9,0.022,69,,-2,0,0.2,0
801 온천동,2014,1,11,9,1,0.039,69,,-1.9,345,0.5,0
801 온천동,2014,1,11,10,1.3,0.028,79,,-0.2,177.7,1.1,0
801 온천동,2014,1,11,11,1.5,0.021,83,,1,297.6,2,0
801 온천동,2014,1,11,12,1.9,0.019,79,,2.4,302.5,3.5,0
801 온천동,2014,1,11,13,2.2,0.018,78,,3.5,295.2,3.3,0
801 온천동,2014,1,11,14,1.9,0.023,64,,4.3,273.7,3.6,0
801 온천동,2014,1,11,15,1.2,0.021,77,,5.1,293.8,3.1,0
801 온천동,2014,1,11,16,1.1,0.028,74,,4.9,297.5,2.8,0
801 온천동,2014,1,11,17,1.1,0.024,62,,5,287.9,2.3,0
801 온천동,2014,1,11,18,0.9,0.024,63,,4.1,284.7,3.3,0
801 온천동,2014,1,11,19,0.8,0.025,64,,3.1,275.6,2,0
801 온천동,2014,1,11,20,0.6,0.024,66,,2.1,0,0.3,0
801 온천동,2014,1,11,21,0.6,0.023,76,,1.3,31.9,1,0
801 온천동,2014,1,11,22,0.8,0.025,70,,0.1,59.5,0.7,0
801 온천동,2014,1,11,23,0.7,0.025,79,,-0.4,60.9,0.9,0
801 온천동,2014,1,11,24,0.6,0.022,88,,-0.8,101.2,1.2,0
801 온천동,2014,1,12,1,1.4,0.021,67,,-1,73.6,1,0
801 온천동,2014,1,12,2,1.5,0.02,73,,-1.2,0,0.4,0
801 온천동,2014,1,12,3,1.1,0.017,77,,-0.6,46.1,0.9,0
801 온천동,2014,1,12,4,1.1,0.017,80,,-0.1,318.5,0.6,0
801 온천동,2014,1,12,5,1,0.015,78,,0.4,346.2,1.6,0
801 온천동,2014,1,12,6,1,0.018,85,,-0.8,0,0.3,0
801 온천동,2014,1,12,7,1,0.042,87,,-0.6,0,0.3,0
801 온천동,2014,1,12,8,1,0.035,92,,-0.8,20.2,0.5,0
801 온천동,2014,1,12,9,1.2,0.041,93,,-0.3,298,0.6,0
801 온천동,2014,1,12,10,1.2,0.028,110,,0.7,245.4,0.6,0
801 온천동,2014,1,12,11,1.3,0.02,116,,1.9,211.2,1.8,0
801 온천동,2014,1,12,12,1.6,0.02,108,,2.9,0,0.4,0
801 온천동,2014,1,12,13,1.8,0.019,109,,3.9,271.6,2.6,0
801 온천동,2014,1,12,14,2.1,0.024,116,,4.3,289.3,2.9,0
801 온천동,2014,1,12,15,2.1,0.019,103,,5.2,288.4,2.4,0
801 온천동,2014,1,12,16,2.1,0.024,107,,6,241.4,2.1,0
801 온천동,2014,1,12,17,2.2,0.025,102,,5.6,296,3.3,0
801 온천동,2014,1,12,18,2.1,0.024,103,,5.2,338.6,2.5,0
801 온천동,2014,1,12,19,2.1,0.03,116,,4.9,326.6,2.5,0
801 온천동,2014,1,12,20,1.7,0.024,110,,4.5,306.8,4,0
801 온천동,2014,1,12,21,1.7,0.019,107,,3.7,278.1,3,0
801 온천동,2014,1,12,22,1.7,0.019,112,,2.7,305.8,1.9,0
801 온천동,2014,1,12,23,1.6,0.021,115,,2.2,0,0.4,0
801 온천동,2014,1,12,24,1.7,0.023,120,,1.3,359.5,0.6,0
801 온천동,2014,1,13,1,1.3,0.018,119,,0.2,47.3,0.8,0
801 온천동,2014,1,13,2,1.1,0.013,105,,0,0,0.4,0
801 온천동,2014,1,13,3,1.1,0.012,98,,0.9,327.6,4.2,0
801 온천동,2014,1,13,4,0.8,0.01,97,,-0.1,314.1,3.8,0
801 온천동,2014,1,13,5,0.6,0.01,69,,-1.3,153.3,1.3,0
801 온천동,2014,1,13,6,0.4,0.014,50,,-1.3,21.2,1.3,0
801 온천동,2014,1,13,7,0.4,0.028,34,,-2.1,343.4,1.9,0
801 온천동,2014,1,13,8,0.5,0.027,31,,-2.2,341.3,1.8,0
801 온천동,2014,1,13,9,0.7,0.026,39,,-3,102.3,0.9,0
801 온천동,2014,1,13,10,0.6,0.022,43,,-1.9,345.5,1.8,0
801 온천동,2014,1,13,11,0.9,0.02,30,,-0.6,340.9,1.5,0
801 온천동,2014,1,13,12,1.3,0.021,20,,1.6,325.8,1.3,0
801 온천동,2014,1,13,13,1.6,0.022,20,,2.6,286.1,1.7,0
801 온천동,2014,1,13,14,1.8,0.019,33,,3.2,270.2,2.7,0
801 온천동,2014,1,13,15,1.9,0.022,29,,3.7,276.8,2.3,0
801 온천동,2014,1,13,16,1.8,0.025,29,,4.6,194.9,2.3,0
801 온천동,2014,1,13,17,1.6,0.026,41,,3.8,169.8,2.3,0
801 온천동,2014,1,13,18,1.4,0.02,42,,3.5,182,1,0
801 온천동,2014,1,13,19,1.4,0.033,33,,1.6,349.4,0.8,0
801 온천동,2014,1,13,20,1.1,0.02,36,,0.6,354.1,0.6,0
801 온천동,2014,1,13,21,1.1,0.022,27,,0.1,36,0.9,0
801 온천동,2014,1,13,22,1,0.022,35,,-1.1,0,0.3,0
801 온천동,2014,1,13,23,0.9,0.021,31,,-1.7,0,0.1,0
801 온천동,2014,1,13,24,0.9,0.022,39,,-1.9,277,0.7,0
801 온천동,2014,1,14,1,1.1,0.018,36,,-2.3,346.6,0.5,0
801 온천동,2014,1,14,2,0.9,0.017,37,,-2.6,0,0.3,0
801 온천동,2014,1,14,3,0.9,0.017,31,,-2.9,326.8,0.5,0
801 온천동,2014,1,14,4,0.8,0.016,32,,-3.7,0,0.4,0
801 온천동,2014,1,14,5,0.7,0.016,28,,-3.6,0,0.4,0
801 온천동,2014,1,14,6,0.6,0.017,33,,-4,355.4,0.5,0
801 온천동,2014,1,14,7,0.7,0.022,29,,-4.5,0,0.4,0
801 온천동,2014,1,14,8,0.7,0.019,38,,-4.4,37,0.5,0
801 온천동,2014,1,14,9,1,0.026,44,,-4.4,18.7,0.6,0
801 온천동,2014,1,14,10,1.1,0.025,57,,-3.5,2.9,0.8,0
801 온천동,2014,1,14,11,1.3,0.022,65,,-1.7,333.8,1.4,0
801 온천동,2014,1,14,12,1.7,0.02,49,,1.6,264.4,1.5,0
801 온천동,2014,1,14,13,2,0.02,49,,3.4,272.7,2.2,0
801 온천동,2014,1,14,14,2,0.02,36,,3.7,276,2.6,0
801 온천동,2014,1,14,15,1,0.019,40,,4.8,256,2.1,0
801 온천동,2014,1,14,16,0.9,0.021,29,,4.9,312.1,2.5,0
801 온천동,2014,1,14,17,0.8,0.02,24,,5.1,293.2,2.4,0
801 온천동,2014,1,14,18,0.6,0.02,26,,4.4,309.6,2.5,0
801 온천동,2014,1,14,19,0.7,0.024,17,,2.9,346.9,1.2,0
801 온천동,2014,1,14,20,0.5,0.025,40,,1.7,39.2,0.6,0
801 온천동,2014,1,14,21,0.5,0.024,23,,0.7,47.7,0.6,0
801 온천동,2014,1,14,22,0.5,0.024,53,,0.2,224.2,0.7,0
801 온천동,2014,1,14,23,0.2,0.022,42,,0.1,69.4,0.8,0
801 온천동,2014,1,14,24,0.2,0.021,46,,-0.6,22.9,0.6,0
801 온천동,2014,1,15,1,1.1,0.021,39,,-1.6,85.2,1.2,0
801 온천동,2014,1,15,2,1.1,0.018,49,,-0.7,341.5,2,0
801 온천동,2014,1,15,3,0.8,0.012,37,,-0.6,335.6,2.5,0
801 온천동,2014,1,15,4,0.8,0.013,37,,-1.6,20.4,1.1,0
801 온천동,2014,1,15,5,0.8,0.013,46,,-1.3,346.2,1.3,0
801 온천동,2014,1,15,6,0.8,0.017,43,,-1,326.3,3.1,0
801 온천동,2014,1,15,7,0.8,0.025,50,,-1.4,326.3,2.9,0
801 온천동,2014,1,15,8,0.8,0.031,48,,-1.8,13.4,1.9,0
801 온천동,2014,1,15,9,1.2,0.034,59,,-2.2,7.8,1.6,0
801 온천동,2014,1,15,10,1.2,0.026,77,,-0.9,306.3,0.6,0
801 온천동,2014,1,15,11,1.4,0.02,74,,1.1,192.1,0.8,0
801 온천동,2014,1,15,12,1.8,0.02,52,,3,265.2,0.8,0
801 온천동,2014,1,15,13,2.1,0.019,46,,3.4,337.7,0.9,0
801 온천동,2014,1,15,14,1.3,0.02,36,,5.4,25.8,1.2,0
801 온천동,2014,1,15,15,1,0.017,35,,5.8,290.7,2.2,0
801 온천동,2014,1,15,16,점검,점검,점검,,6.3,294.8,1.8,0
801 온천동,2014,1,15,17,0.7,0.017,42,,5.4,310,3.6,0
801 온천동,2014,1,15,18,0.6,0.021,32,,4.7,310.2,3.9,0
