측정소,년,월,일,시,CO,NO₂,PM10,PM2.5,Temp,direction(wind),speed(wind),Precipitation
801 온천동,2019,3,8,22,0.5,0.034,51,31,7.8,303.1,1.7,0
801 온천동,2019,3,8,23,0.5,0.037,44,26,7.4,292.6,1.1,0
801 온천동,2019,3,8,24,0.6,0.044,45,37,7.4,339.9,1.8,0
801 온천동,2019,3,9,1,0.8,0.053,55,42,7.2,321,1.1,0
801 온천동,2019,3,9,2,0.6,0.026,61,35,6.7,346.7,0.9,0
801 온천동,2019,3,9,3,0.7,0.036,51,37,6.2,226.2,0.9,0
801 온천동,2019,3,9,4,0.8,0.047,53,37,7.8,222.1,1.1,0
801 온천동,2019,3,9,5,0.7,0.045,55,38,9.1,252.1,1.4,0
801 온천동,2019,3,9,6,0.7,0.044,52,38,10.3,288.8,1.6,0
801 온천동,2019,3,9,7,0.7,0.06,43,38,11.9,238.5,2.4,0
801 온천동,2019,3,9,8,0.8,0.07,50,34,13.1,238.7,3.3,0
801 온천동,2019,3,9,9,0.8,0.067,66,40,14.6,202.5,2.8,0
801 온천동,2019,3,9,10,0.7,0.059,81,42,14.1,197,4.1,0
801 온천동,2019,3,9,11,0.5,0.038,68,33,14,214.8,4.3,0
801 온천동,2019,3,9,12,0.6,0.051,63,31,13.5,206.3,3.8,0
801 온천동,2019,3,9,13,0.5,0.034,58,37,12.6,222.1,4,0
801 온천동,2019,3,9,14,0.6,0.037,64,30,11.8,266.4,2.9,0
801 온천동,2019,3,9,15,0.6,0.037,74,33,10.1,270.3,2.5,0
801 온천동,2019,3,9,16,0.5,0.044,75,30,10.3,268.6,2.1,0
801 온천동,2019,3,9,17,0.6,0.046,67,34,8.6,306.1,3.2,0.5
801 온천동,2019,3,9,18,0.6,0.045,65,32,6.1,285,2.3,0
801 온천동,2019,3,9,19,0.7,0.047,50,36,5.5,328.6,1.8,0
801 온천동,2019,3,9,20,0.6,0.032,55,40,4.7,319.2,3,0
801 온천동,2019,3,9,21,0.6,0.032,43,29,3.7,340.4,3.2,0
801 온천동,2019,3,9,22,0.5,0.028,48,29,2.5,334.2,2.3,0
801 온천동,2019,3,9,23,0.5,0.024,38,25,2,356.6,2.3,0
801 온천동,2019,3,9,24,0.5,0.031,35,27,1.6,329.4,3.1,0
801 온천동,2019,3,10,1,0.5,0.027,40,25,1.5,329.7,2.3,0
801 온천동,2019,3,10,2,0.5,0.02,39,24,1,310.7,0.6,0
801 온천동,2019,3,10,3,0.5,0.019,29,30,0.7,310.3,0.6,0
801 온천동,2019,3,10,4,0.5,0.014,27,18,2.6,334.8,0.7,0
801 온천동,2019,3,10,5,0.5,0.019,20,14,4.2,239.7,2.4,0
801 온천동,2019,3,10,6,0.4,0.02,23,21,5.9,238.3,2.9,0
801 온천동,2019,3,10,7,0.4,0.06,19,23,7,238.7,3.2,0
801 온천동,2019,3,10,8,0.4,0.042,17,17,8.2,238,3.9,0
801 온천동,2019,3,10,9,0.4,0.074,15,10,8.5,275.9,2.7,0
801 온천동,2019,3,10,10,0.4,0.03,20,12,9.8,323.2,1.6,0
801 온천동,2019,3,10,11,0.4,0.031,17,12,10.2,244.5,3.9,0
801 온천동,2019,3,10,12,0.4,0.032,11,14,11.1,292.9,1.9,0
801 온천동,2019,3,10,13,0.4,0.035,20,16,9.9,329.2,2.9,0
801 온천동,2019,3,10,14,0.4,0.033,16,12,9.1,290.3,1.8,0
801 온천동,2019,3,10,15,0.4,0.026,18,16,8,283.1,2.1,0
801 온천동,2019,3,10,16,0.4,0.027,16,12,7.3,326.5,3,0
801 온천동,2019,3,10,17,0.5,0.034,14,10,6.5,344,2.2,0
801 온천동,2019,3,10,18,0.5,0.034,9,6,5.9,350.4,2,0
801 온천동,2019,3,10,19,0.5,0.029,13,12,5.1,318.2,1.3,0
801 온천동,2019,3,10,20,0.5,0.029,14,10,4.4,331,0.9,0
801 온천동,2019,3,10,21,0.5,0.027,15,15,4.1,340.9,1.6,0
801 온천동,2019,3,10,22,0.5,0.036,12,8,3.4,285.1,0.9,0
801 온천동,2019,3,10,23,0.4,0.022,11,10,4.1,326.6,2.2,0
801 온천동,2019,3,10,24,0.4,0.013,7,12,3.6,111.9,1.8,0
801 온천동,2019,3,11,1,0.5,0.015,16,11,2.6,92.9,1.3,0
801 온천동,2019,3,11,2,0.4,0.012,9,9,2.8,112.4,1.2,0
801 온천동,2019,3,11,3,0.5,0.022,16,12,2.4,73.9,0.7,0
801 온천동,2019,3,11,4,0.5,0.015,17,19,4.5,126.5,0.9,0
801 온천동,2019,3,11,5,0.5,0.024,18,21,5.4,350.2,2.3,0
801 온천동,2019,3,11,6,0.5,0.022,25,18,7.7,290.3,1.3,0
801 온천동,2019,3,11,7,0.6,0.04,25,23,10.2,233.4,2.3,0
801 온천동,2019,3,11,8,0.8,0.06,29,22,10.6,216.1,2.9,0
801 온천동,2019,3,11,9,0.9,0.071,38,20,11.6,225.4,2.7,0
801 온천동,2019,3,11,10,0.7,0.059,70,28,12,234.9,2.6,0
801 온천동,2019,3,11,11,0.6,0.042,73,32,12.8,227.9,2.6,0
801 온천동,2019,3,11,12,0.6,0.037,68,30,12.6,197.6,2.4,0
801 온천동,2019,3,11,13,0.5,0.03,60,27,12,233.2,2.4,0
801 온천동,2019,3,11,14,0.5,0.029,48,20,10.2,217.2,2.4,0
801 온천동,2019,3,11,15,점검,점검,점검,점검,9.5,190.6,1.4,0
801 온천동,2019,3,11,16,점검,점검,점검,점검,9.2,238.2,1.2,0
801 온천동,2019,3,11,17,0.8,0.046,51,25,8.6,187.5,1.2,0
801 온천동,2019,3,11,18,0.7,0.049,61,29,8.8,194.4,1.9,0
801 온천동,2019,3,11,19,0.6,0.048,48,14,8.4,275.4,1,0
801 온천동,2019,3,11,20,0.5,0.042,39,21,8,345,0.9,0
801 온천동,2019,3,11,21,0.5,0.03,36,16,7.2,358.7,1.5,0
801 온천동,2019,3,11,22,0.5,0.027,30,19,8.5,285.7,1.3,0
801 온천동,2019,3,11,23,0.5,0.025,36,19,7.5,280.6,0.9,0
801 온천동,2019,3,11,24,0.5,0.019,36,23,6.6,355.4,0.8,0
801 온천동,2019,3,12,1,0.5,0.014,43,17,6.2,325.8,1,0
801 온천동,2019,3,12,2,0.5,0.009,35,18,5.7,8.8,0.5,0
801 온천동,2019,3,12,3,0.5,0.01,43,22,6.5,301.9,1.2,0
801 온천동,2019,3,12,4,0.4,0.009,45,26,7.2,127.3,0.5,0
801 온천동,2019,3,12,5,0.4,0.009,46,29,8,272.5,1.6,0
801 온천동,2019,3,12,6,0.5,0.023,51,31,7,325.9,1.4,0
801 온천동,2019,3,12,7,0.6,0.062,53,29,10.8,258.1,1.8,0
801 온천동,2019,3,12,8,0.6,0.068,59,32,11.6,314.8,1.7,0
801 온천동,2019,3,12,9,0.6,0.051,63,32,12.7,255,3.1,0
801 온천동,2019,3,12,10,0.6,0.059,54,29,12.9,227.2,2,0
801 온천동,2019,3,12,11,0.6,0.037,50,27,13.7,216.3,3.5,0
801 온천동,2019,3,12,12,0.5,0.029,58,26,11.5,251.2,3.3,0
801 온천동,2019,3,12,13,0.5,0.03,49,26,5.5,293,1.4,4
801 온천동,2019,3,12,14,0.6,0.03,55,27,6.3,167.4,1.9,0
801 온천동,2019,3,12,15,0.7,0.034,58,28,5.1,4.9,1,0
801 온천동,2019,3,12,16,0.7,0.039,76,38,5.7,176.1,1,0
801 온천동,2019,3,12,17,0.7,0.042,86,47,5.2,307.5,0.7,0
801 온천동,2019,3,12,18,0.7,0.047,94,52,5.6,336.2,3,0
801 온천동,2019,3,12,19,0.6,0.04,88,53,4.5,344.9,2.9,0
801 온천동,2019,3,12,20,0.6,0.037,63,46,3.6,312.1,3,0
801 온천동,2019,3,12,21,0.6,0.028,70,41,3,320.6,2.6,0
801 온천동,2019,3,12,22,0.5,0.02,68,50,2.6,304.2,1.9,0
801 온천동,2019,3,12,23,0.4,0.016,46,27,2.8,343.5,1.5,0
801 온천동,2019,3,12,24,0.4,0.013,21,15,2.8,358.8,1.1,0
801 온천동,2019,3,13,1,0.4,0.008,19,15,2.9,280,1.2,0
801 온천동,2019,3,13,2,0.4,0.006,9,8,3.1,347.3,1.3,0
801 온천동,2019,3,13,3,0.3,0.005,19,9,2.7,0,0.4,0
801 온천동,2019,3,13,4,0.3,0.006,22,9,5.3,233.7,1.2,0
801 온천동,2019,3,13,5,0.4,0.008,27,7,6.5,231.1,1.9,0
801 온천동,2019,3,13,6,0.4,0.018,29,10,8.6,239,1.8,0
801 온천동,2019,3,13,7,0.5,0.06,32,15,10.3,238.5,1.8,0
801 온천동,2019,3,13,8,0.5,0.059,40,17,11.9,188,1.4,0
801 온천동,2019,3,13,9,0.5,0.038,50,14,12.7,273.5,1.4,0
801 온천동,2019,3,13,10,0.4,0.032,49,13,12.7,228.1,2.4,0
801 온천동,2019,3,13,11,0.4,0.032,50,11,12.2,227.4,3.5,0
801 온천동,2019,3,13,12,0.5,0.031,45,8,11.5,203.8,3.5,0
801 온천동,2019,3,13,13,0.4,0.02,46,16,11.4,225.7,3.1,0
801 온천동,2019,3,13,14,0.4,0.022,42,15,10.3,229.5,2.7,0
801 온천동,2019,3,13,15,0.4,0.02,48,14,9.7,203.8,2.4,0
801 온천동,2019,3,13,16,0.4,0.026,52,15,9.1,240.6,1.3,0
801 온천동,2019,3,13,17,0.4,0.027,44,14,8.5,259.8,0.9,0
801 온천동,2019,3,13,18,0.4,0.028,41,10,8.6,215.8,2.6,0
801 온천동,2019,3,13,19,0.4,0.034,29,9,7.6,264.9,0.6,0
801 온천동,2019,3,13,20,0.4,0.027,28,15,7.2,319.9,0.5,0
801 온천동,2019,3,13,21,0.4,0.02,31,10,7.2,317.5,1.2,0
801 온천동,2019,3,13,22,0.4,0.022,30,9,7.2,296.6,1.6,0
801 온천동,2019,3,13,23,0.4,0.018,37,7,7,321.9,1.4,0
801 온천동,2019,3,13,24,0.4,0.016,34,9,6.6,339.5,1.8,0
801 온천동,2019,3,14,1,0.5,0.02,27,12,5.9,347.2,1.2,0
801 온천동,2019,3,14,2,0.4,0.018,33,13,5.3,334.2,1.4,0
801 온천동,2019,3,14,3,0.4,0.018,30,9,4.9,129.2,0.5,0
801 온천동,2019,3,14,4,0.3,0.01,27,6,7.1,158.5,0.7,0
801 온천동,2019,3,14,5,0.4,0.015,26,5,8.6,178,2.7,0
801 온천동,2019,3,14,6,0.3,0.024,27,12,9.5,347.4,1.5,0
801 온천동,2019,3,14,7,0.4,0.057,23,8,10.8,339.8,2,0
801 온천동,2019,3,14,8,0.4,0.054,27,6,12.8,328.5,1.7,0
801 온천동,2019,3,14,9,0.5,0.043,41,7,12.7,316.8,2.2,0
801 온천동,2019,3,14,10,0.4,0.038,36,10,12.8,352.2,3.3,0
801 온천동,2019,3,14,11,0.4,0.035,30,8,14.2,317.8,2,0
801 온천동,2019,3,14,12,0.4,0.029,28,12,14,190,1.7,0
801 온천동,2019,3,14,13,0.4,0.025,25,9,13.1,350,1.3,0
801 온천동,2019,3,14,14,0.4,0.026,33,8,11.8,175.2,2,0
801 온천동,2019,3,14,15,0.4,0.027,25,9,10.4,181,2,0
801 온천동,2019,3,14,16,0.5,0.033,26,9,8.8,184.6,0.6,0
801 온천동,2019,3,14,17,0.5,0.045,32,12,8.4,157.5,1.1,0
801 온천동,2019,3,14,18,0.6,0.053,46,13,7.7,26.5,2,0
801 온천동,2019,3,14,19,0.6,0.046,37,13,6.9,26.4,1.5,0
801 온천동,2019,3,14,20,0.5,0.04,40,16,6.2,36.1,0.9,0
801 온천동,2019,3,14,21,0.6,0.038,42,18,5.5,23.6,1,0
801 온천동,2019,3,14,22,0.6,0.038,48,21,5.4,23.7,1.4,0
801 온천동,2019,3,14,23,0.6,0.032,54,26,4.9,36.4,0.6,0
801 온천동,2019,3,14,24,0.6,0.024,52,22,4.5,25.9,1,0
801 온천동,2019,3,15,1,0.6,0.021,53,26,4.4,30.7,1.1,0
801 온천동,2019,3,15,2,0.6,0.019,48,19,4.3,27.3,1.4,0
801 온천동,2019,3,15,3,0.6,0.017,41,26,4.2,21,1.4,0
801 온천동,2019,3,15,4,0.6,0.02,41,21,6.2,0,0.3,0
801 온천동,2019,3,15,5,0.7,0.039,41,19,9.9,0,0.3,0
801 온천동,2019,3,15,6,0.7,0.047,43,27,12.9,222.4,1.8,0
801 온천동,2019,3,15,7,0.7,0.074,47,24,12.8,238.1,2.2,0
801 온천동,2019,3,15,8,0.7,0.074,52,25,14.3,238.8,2.6,0
801 온천동,2019,3,15,9,0.8,0.049,65,28,13.9,230.5,3.4,0
801 온천동,2019,3,15,10,0.6,0.044,63,27,13.5,205.2,4.1,0
801 온천동,2019,3,15,11,0.6,0.049,43,23,14.3,196.1,4.4,0
801 온천동,2019,3,15,12,0.5,0.046,65,23,13.2,203.1,3.8,0
801 온천동,2019,3,15,13,0.5,0.028,51,23,13,230.3,3,0
801 온천동,2019,3,15,14,0.5,0.033,43,21,12.4,221.6,3.7,0
801 온천동,2019,3,15,15,0.6,0.044,49,24,12.1,221.3,2.8,0
801 온천동,2019,3,15,16,0.6,0.05,58,27,11.9,218.2,2.1,0
801 온천동,2019,3,15,17,0.5,0.031,56,32,11.8,222.8,1.9,0
801 온천동,2019,3,15,18,0.6,0.053,34,24,11.7,225.2,2.8,0
801 온천동,2019,3,15,19,0.6,0.046,21,17,11.6,222.9,1.4,0
801 온천동,2019,3,15,20,0.5,0.038,18,21,11.6,206.8,1.8,0
801 온천동,2019,3,15,21,0.6,0.041,34,20,11.3,0,0.4,0
801 온천동,2019,3,15,22,0.5,0.026,39,31,10.9,225.8,0.5,0
801 온천동,2019,3,15,23,0.4,0.013,38,21,10.5,276.4,1,0
801 온천동,2019,3,15,24,0.4,0.014,32,9,9.8,251.3,0.5,0
801 온천동,2019,3,16,1,0.4,0.011,26,12,8.8,14.1,0.5,0
801 온천동,2019,3,16,2,0.4,0.008,23,12,8.3,23.4,0.7,0
801 온천동,2019,3,16,3,0.4,0.007,21,14,8.8,290.4,0.7,0
801 온천동,2019,3,16,4,0.4,0.008,15,16,10.8,243.9,0.5,0
801 온천동,2019,3,16,5,0.4,0.013,16,10,13.3,151.1,1,0
801 온천동,2019,3,16,6,0.4,0.02,19,10,15.6,192.8,1,0
801 온천동,2019,3,16,7,0.5,0.052,19,15,17.6,178.4,1.5,0
801 온천동,2019,3,16,8,0.5,0.049,30,15,18.7,183,2.5,0
801 온천동,2019,3,16,9,0.5,0.037,38,18,16.1,146.9,5,0
801 온천동,2019,3,16,10,0.5,0.034,33,19,17.6,154.6,3.9,0
801 온천동,2019,3,16,11,0.5,0.041,31,11,18.1,188.3,3.5,0
801 온천동,2019,3,16,12,0.5,0.04,24,14,17.7,158.5,3.3,0
801 온천동,2019,3,16,13,0.5,0.026,26,17,16.2,166,2.8,0
801 온천동,2019,3,16,14,0.5,0.033,24,14,15.5,198,1.5,0
801 온천동,2019,3,16,15,0.6,0.04,34,18,14.6,191.3,1.5,0
801 온천동,2019,3,16,16,0.5,0.041,35,17,14.3,217.3,2,0
801 온천동,2019,3,16,17,0.5,0.041,38,14,12.3,160.3,0.7,0
801 온천동,2019,3,16,18,0.7,0.056,47,23,11.5,6,1.1,0
801 온천동,2019,3,16,19,0.6,0.057,36,23,10.8,359.2,1.3,0
801 온천동,2019,3,16,20,0.6,0.04,32,25,10.4,24.4,1.3,0
801 온천동,2019,3,16,21,0.5,0.029,42,31,10,24.2,1.2,0
801 온천동,2019,3,16,22,0.5,0.029,46,28,9.4,9.1,1.2,0
801 온천동,2019,3,16,23,0.5,0.022,43,23,9.1,27.6,1,0
801 온천동,2019,3,16,24,0.5,0.018,38,23,9,0,0.3,0
801 온천동,2019,3,17,1,0.5,0.015,36,21,8.7,4.9,0.8,0
801 온천동,2019,3,17,2,0.5,0.015,40,24,8.3,0,0.1,0
801 온천동,2019,3,17,3,0.5,0.01,38,26,8.5,0,0.4,0
801 온천동,2019,3,17,4,0.4,0.008,34,20,11.1,0,0.1,0
801 온천동,2019,3,17,5,0.4,0.009,34,21,14,5.5,0.5,0
801 온천동,2019,3,17,6,0.4,0.017,36,22,15.7,174,0.9,0
801 온천동,2019,3,17,7,0.5,0.055,35,27,17.1,200.6,1.9,0
801 온천동,2019,3,17,8,0.5,0.072,40,30,18.1,200,2.3,0
801 온천동,2019,3,17,9,0.4,0.033,50,28,17.4,184.3,3.6,0
801 온천동,2019,3,17,10,0.4,0.021,48,17,16.4,187.1,2.4,0
801 온천동,2019,3,17,11,0.4,0.024,38,17,16.4,193.7,2.1,0
801 온천동,2019,3,17,12,0.4,0.021,32,17,16.4,184.3,3.3,0
801 온천동,2019,3,17,13,0.5,0.064,31,14,14.6,190,5.1,0
801 온천동,2019,3,17,14,0.4,0.021,27,17,13,221.6,3,0
801 온천동,2019,3,17,15,0.4,0.018,38,15,12.9,258.4,1.4,0.5
801 온천동,2019,3,17,16,0.4,0.021,34,9,12.3,173.7,2,2
801 온천동,2019,3,17,17,0.4,0.028,36,13,13.1,203.9,2.7,2
801 온천동,2019,3,17,18,0.5,0.037,37,16,13,182.1,4.8,3.5
801 온천동,2019,3,17,19,0.6,0.038,48,20,12.5,168,2.7,10
801 온천동,2019,3,17,20,0.6,0.047,53,23,12.3,2.3,0.5,17
801 온천동,2019,3,17,21,0.6,0.036,49,21,15.5,202.8,4.4,7.5
801 온천동,2019,3,17,22,0.6,0.043,38,15,16.1,193.7,1.9,0.5
801 온천동,2019,3,17,23,0.7,0.054,35,24,16.9,236.4,4.6,0.5
801 온천동,2019,3,17,24,0.7,0.049,47,22,16.6,226.9,3.9,0
801 온천동,2019,3,18,1,0.6,0.042,41,24,16.6,230,3.3,0
801 온천동,2019,3,18,2,0.6,0.039,39,24,16.3,228,4.6,0
801 온천동,2019,3,18,3,0.5,0.036,36,25,16.3,262.6,2.3,0
801 온천동,2019,3,18,4,0.5,0.031,28,27,16,91.6,1.7,0
801 온천동,2019,3,18,5,0.5,0.031,31,18,16.6,322.4,1.8,0
801 온천동,2019,3,18,6,0.5,0.038,37,22,17.9,355.9,2.1,0
801 온천동,2019,3,18,7,0.6,0.059,34,23,20.9,322,1.6,0
801 온천동,2019,3,18,8,0.8,0.078,40,27,21.2,243.8,2,0
801 온천동,2019,3,18,9,1,0.089,74,34,21.1,240.4,3.1,0
801 온천동,2019,3,18,10,0.9,0.073,96,38,21.8,248.8,2.6,0
801 온천동,2019,3,18,11,0.5,0.039,92,37,21.3,241.8,3,0
801 온천동,2019,3,18,12,0.4,0.03,51,22,20.4,247.1,2.5,0
801 온천동,2019,3,18,13,0.5,0.029,46,16,18.2,282.7,2.4,0
801 온천동,2019,3,18,14,0.5,0.034,47,17,15.8,270.1,1.9,0
801 온천동,2019,3,18,15,0.5,0.034,51,14,13.8,320.6,1.7,0
801 온천동,2019,3,18,16,0.5,0.036,49,17,13,11.7,0.7,0
801 온천동,2019,3,18,17,0.5,0.036,46,14,12.8,344.4,2.2,0
801 온천동,2019,3,18,18,0.5,0.048,48,12,12.1,3.5,0.9,0
801 온천동,2019,3,18,19,0.5,0.043,49,17,11.8,318.6,1.4,0
801 온천동,2019,3,18,20,0.5,0.042,47,21,10.6,347.7,1.4,0
801 온천동,2019,3,18,21,0.5,0.037,38,13,9.9,328.6,1.5,0
801 온천동,2019,3,18,22,0.5,0.033,38,18,8.5,337.2,1.7,0
801 온천동,2019,3,18,23,0.4,0.026,30,15,7.5,243.6,0.9,0
801 온천동,2019,3,18,24,0.4,0.02,33,14,6.7,326.5,0.7,0
801 온천동,2019,3,19,1,0.5,0.019,27,17,6.3,0,0.3,0
801 온천동,2019,3,19,2,0.4,0.015,28,17,6.2,338.3,0.6,0
801 온천동,2019,3,19,3,0.4,0.014,28,15,5.9,0,0.4,0
801 온천동,2019,3,19,4,0.4,0.018,28,22,6.6,346.9,0.7,0
801 온천동,2019,3,19,5,0.5,0.023,34,22,8,347.1,1.1,0
801 온천동,2019,3,19,6,0.6,0.042,37,22,10,343.2,1.6,0
801 온천동,2019,3,19,7,0.6,0.069,39,20,12.3,281.1,1.2,0
801 온천동,2019,3,19,8,0.6,0.071,44,25,12.9,188.5,2.2,0
801 온천동,2019,3,19,9,0.8,0.073,59,26,14,241.6,2.3,0
801 온천동,2019,3,19,10,0.6,0.056,75,28,13.7,181.7,3.4,0
801 온천동,2019,3,19,11,0.6,0.049,57,24,12.5,177.5,3.6,0
801 온천동,2019,3,19,12,0.6,0.046,73,22,11.9,173.6,3.1,0
801 온천동,2019,3,19,13,0.6,0.047,62,24,11.4,187.1,3.3,0
801 온천동,2019,3,19,14,점검,점검,58,점검,10.4,52.4,1.3,0
801 온천동,2019,3,19,15,점검,점검,67,점검,8.9,45.1,0.5,0
801 온천동,2019,3,19,16,0.6,0.053,68,동불,8.5,46.9,0.8,0
801 온천동,2019,3,19,17,0.6,0.067,78,32,7.9,8.8,1.1,0
801 온천동,2019,3,19,18,0.6,0.065,85,42,8,5,0.9,0
801 온천동,2019,3,19,19,0.7,0.064,63,37,8.1,358.6,2.4,0
801 온천동,2019,3,19,20,0.7,0.072,60,35,7,331.2,0.6,0
801 온천동,2019,3,19,21,0.7,0.074,62,37,6.5,339.7,1,0
801 온천동,2019,3,19,22,0.7,0.072,62,38,5.3,40.5,0.7,0
801 온천동,2019,3,19,23,0.8,0.072,61,37,5.3,329.3,1.7,0
801 온천동,2019,3,19,24,0.8,0.069,58,35,4.8,317.8,1.3,0
801 온천동,2019,3,20,1,0.8,0.061,58,38,4.2,0,0.4,0
801 온천동,2019,3,20,2,0.7,0.058,54,39,4,318.4,0.8,0
801 온천동,2019,3,20,3,0.6,0.053,52,38,4,331.6,1.8,0
801 온천동,2019,3,20,4,0.6,0.048,52,40,4.7,330.5,1.2,0
801 온천동,2019,3,20,5,0.7,0.042,56,41,7,0.3,1.4,0
801 온천동,2019,3,20,6,0.7,0.048,57,42,8.3,350.8,2.5,0
801 온천동,2019,3,20,7,0.7,0.062,59,45,9.2,337.2,1.8,0
801 온천동,2019,3,20,8,0.9,0.078,64,40,11.6,251.9,1.8,0
801 온천동,2019,3,20,9,1.1,0.094,89,53,12,310.4,1.8,0
801 온천동,2019,3,20,10,1,0.09,131,62,13.4,231.3,2.8,0
801 온천동,2019,3,20,11,0.9,0.087,120,63,12.5,263.5,2.5,0
801 온천동,2019,3,20,12,0.8,0.075,141,71,11.8,194.8,4.3,0
801 온천동,2019,3,20,13,0.7,0.06,129,69,10.7,265.5,2.8,0
801 온천동,2019,3,20,14,0.7,0.069,119,60,8,321.7,2,0
801 온천동,2019,3,20,15,0.8,0.084,121,65,6.6,336.3,3.9,0
801 온천동,2019,3,20,16,0.6,0.06,116,59,5.9,345.8,3,0
801 온천동,2019,3,20,17,0.6,0.056,83,37,5.2,1.1,1.7,0
801 온천동,2019,3,20,18,0.5,0.047,80,36,4.9,359.8,2.2,0
801 온천동,2019,3,20,19,0.6,0.054,48,30,4.2,350.9,1.3,0
801 온천동,2019,3,20,20,0.5,0.041,36,22,4,324.8,1.8,0
801 온천동,2019,3,20,21,0.6,0.047,41,25,3.3,330.7,0.9,0
801 온천동,2019,3,20,22,0.5,0.038,40,26,2.1,0,0.4,0
801 온천동,2019,3,20,23,0.5,0.026,32,25,2.7,319,1.1,0
801 온천동,2019,3,20,24,0.5,0.026,24,20,2.4,310.5,1.9,0
801 온천동,2019,3,21,1,0.6,0.027,12,17,1.3,95.6,0.5,0
801 온천동,2019,3,21,2,0.4,0.011,18,10,1.8,139.6,0.6,0
801 온천동,2019,3,21,3,0.4,0.009,10,10,1.6,338.4,1.4,0
801 온천동,2019,3,21,4,0.4,0.007,25,17,4.5,348.5,0.7,0
801 온천동,2019,3,21,5,0.5,0.009,30,19,5.9,242,1.8,0
801 온천동,2019,3,21,6,0.5,0.013,35,26,7.8,215.9,2.4,0
801 온천동,2019,3,21,7,0.6,0.045,32,27,7.7,226.7,3,0
801 온천동,2019,3,21,8,0.6,0.052,29,20,9.7,213.7,3.2,0
801 온천동,2019,3,21,9,0.7,0.039,29,24,11.8,212.9,2.7,0
801 온천동,2019,3,21,10,0.6,0.033,35,19,11.6,225.6,3.2,0
801 온천동,2019,3,21,11,0.5,0.025,33,11,11,195.3,4,0
801 온천동,2019,3,21,12,0.5,0.023,30,8,10.6,194,4.8,0
801 온천동,2019,3,21,13,0.5,0.022,20,8,10.5,235.6,3,0
801 온천동,2019,3,21,14,0.5,0.022,22,5,9.8,235.9,3.2,0
801 온천동,2019,3,21,15,0.5,0.024,23,4,8.9,214,3.1,0
801 온천동,2019,3,21,16,0.5,0.026,26,9,8.3,200.9,2.7,0
801 온천동,2019,3,21,17,0.5,0.022,24,12,8,191.1,2.1,0
801 온천동,2019,3,21,18,0.5,0.033,28,14,7.9,215.1,1.3,0
801 온천동,2019,3,21,19,0.5,0.035,29,15,7.7,243.2,1.5,0
801 온천동,2019,3,21,20,0.5,0.027,38,16,7.1,338,1,0
801 온천동,2019,3,21,21,0.5,0.027,32,19,6.4,242,0.5,0
801 온천동,2019,3,21,22,0.6,0.031,29,17,6,273.5,0.9,0
801 온천동,2019,3,21,23,0.5,0.025,29,15,4.8,338.3,1.4,0
801 온천동,2019,3,21,24,0.6,0.026,24,12,4.8,312.3,1.4,0
801 온천동,2019,3,22,1,0.6,0.022,26,19,3.8,297.1,0.5,0
801 온천동,2019,3,22,2,0.5,0.027,27,23,4.2,210.7,0.5,0
801 온천동,2019,3,22,3,0.7,0.024,30,23,5.2,254.4,1.1,0
801 온천동,2019,3,22,4,0.5,0.022,33,25,6.4,146.8,1,0
801 온천동,2019,3,22,5,0.4,0.012,42,30,8.6,257.6,1.8,0
801 온천동,2019,3,22,6,0.5,0.022,37,33,9.7,278,1.5,0
801 온천동,2019,3,22,7,0.5,0.054,42,30,10.5,245.2,2.5,0
801 온천동,2019,3,22,8,0.6,0.059,48,37,11.4,247.6,1.8,0
801 온천동,2019,3,22,9,0.6,0.042,54,37,13.3,250.5,2.3,0
801 온천동,2019,3,22,10,0.6,0.047,59,44,12.9,252.3,2.1,0
801 온천동,2019,3,22,11,0.6,0.037,60,46,12.7,200.1,3.4,0
801 온천동,2019,3,22,12,0.6,0.036,54,41,12,205.6,3.3,0
801 온천동,2019,3,22,13,0.5,0.033,60,48,11.3,216.1,2.7,0
801 온천동,2019,3,22,14,0.5,0.037,48,37,10.9,201.4,2.5,0
801 온천동,2019,3,22,15,0.6,0.036,44,38,10.1,227.6,3.2,0
801 온천동,2019,3,22,16,0.6,0.036,81,56,9.7,225.3,1.8,0
801 온천동,2019,3,22,17,0.6,0.043,79,62,8.7,180.9,0.9,0
801 온천동,2019,3,22,18,0.6,0.045,83,59,9,224.4,1.8,0
801 온천동,2019,3,22,19,0.6,0.052,80,60,7.6,0,0.2,0
801 온천동,2019,3,22,20,0.7,0.054,82,59,8.5,290.6,0.6,0
801 온천동,2019,3,22,21,0.7,0.049,82,58,8.4,355.5,0.8,0
801 온천동,2019,3,22,22,0.8,0.058,75,60,8,102.5,0.7,0
801 온천동,2019,3,22,23,0.8,0.053,76,65,8.2,209.4,1,0
801 온천동,2019,3,22,24,0.7,0.035,79,57,7.8,248.6,1.2,0
801 온천동,2019,3,23,1,0.5,0.018,59,48,6.3,226.4,0.6,0
801 온천동,2019,3,23,2,0.4,0.015,34,17,6.6,0,0.1,0
801 온천동,2019,3,23,3,0.4,0.013,34,16,7,0,0.1,0
801 온천동,2019,3,23,4,0.4,0.015,44,24,9.3,0,0.2,0
801 온천동,2019,3,23,5,0.4,0.014,45,22,12.1,177,1.1,0
801 온천동,2019,3,23,6,0.4,0.019,35,16,14.6,287.2,1.2,0
801 온천동,2019,3,23,7,0.4,0.035,29,17,15.8,264,2.1,0
