년,월,일,시,Gwang-bok,On-cheon,Jeon-po,Hak-Jang
2014,1,7,13,94,77,72,110
2014,1,7,14,90,96,72,90
2014,1,7,15,86,76,56,89
2014,1,7,16,83,72,62,82
2014,1,7,17,88,76,62,86
2014,1,7,18,84,72,61,92
2014,1,7,19,87,63,60,106
2014,1,7,20,94,81,70,106
2014,1,7,21,94,73,81,79
2014,1,7,22,79,72,65,98
2014,1,7,23,85,77,74,85
2014,1,7,24,89,72,73,87
2014,1,8,1,91,72,77,83
2014,1,8,2,86,68,70,81
2014,1,8,3,75,73,72,71
2014,1,8,4,75,64,63,65
2014,1,8,5,56,64,58,63
2014,1,8,6,68,66,58,68
2014,1,8,7,83,71,67,74
2014,1,8,8,82,87,60,72
2014,1,8,9,82,99,79,98
2014,1,8,10,90,76,78,83
2014,1,8,11,68,47,41,76
2014,1,8,12,60,53,45,74
2014,1,8,13,51,55,35,69
2014,1,8,14,48,48,35,56
2014,1,8,15,45,44,36,58
2014,1,8,16,43,38,점검,55
2014,1,8,17,54,40,점검,50
2014,1,8,18,72,36,36,57
2014,1,8,19,79,37,43,67
2014,1,8,20,94,71,64,80
2014,1,8,21,108,99,86,86
2014,1,8,22,107,97,89,80
2014,1,8,23,117,99,93,86
2014,1,8,24,122,108,87,93
2014,1,9,1,115,94,85,79
2014,1,9,2,103,79,64,72
2014,1,9,3,66,46,42,46
2014,1,9,4,26,26,23,39
2014,1,9,5,27,17,12,25
2014,1,9,6,27,18,10,26
2014,1,9,7,19,15,9,25
2014,1,9,8,24,23,19,32
2014,1,9,9,32,31,22,66
2014,1,9,10,35,40,21,50
2014,1,9,11,31,33,19,점검
2014,1,9,12,27,28,16,46
2014,1,9,13,26,22,27,51
2014,1,9,14,27,21,15,47
2014,1,9,15,25,19,18,37
2014,1,9,16,30,25,12,44
2014,1,9,17,27,33,20,48
2014,1,9,18,29,23,17,48
2014,1,9,19,31,19,17,50
2014,1,9,20,29,47,18,51
2014,1,9,21,23,28,14,34
2014,1,9,22,20,33,21,41
2014,1,9,23,27,20,18,29
2014,1,9,24,23,29,12,20
2014,1,10,1,30,18,17,21
2014,1,10,2,14,23,11,21
2014,1,10,3,19,9,18,30
2014,1,10,4,21,9,23,29
2014,1,10,5,31,22,30,36
2014,1,10,6,40,32,38,33
2014,1,10,7,44,31,31,42
2014,1,10,8,37,46,29,51
2014,1,10,9,43,56,34,75
2014,1,10,10,49,58,36,86
2014,1,10,11,46,64,43,78
2014,1,10,12,48,44,47,68
2014,1,10,13,50,50,41,65
2014,1,10,14,50,51,41,53
2014,1,10,15,52,61,35,57
2014,1,10,16,51,59,34,56
2014,1,10,17,44,65,31,58
2014,1,10,18,52,45,35,66
2014,1,10,19,60,51,36,69
2014,1,10,20,49,52,43,78
2014,1,10,21,66,59,55,68
2014,1,10,22,79,70,59,65
2014,1,10,23,79,83,61,62
2014,1,10,24,85,80,66,72
2014,1,11,1,80,74,68,81
2014,1,11,2,83,78,69,76
2014,1,11,3,90,85,72,70
2014,1,11,4,89,70,71,86
2014,1,11,5,79,72,65,69
2014,1,11,6,80,68,53,73
2014,1,11,7,72,53,49,78
2014,1,11,8,58,69,55,80
2014,1,11,9,64,69,64,102
2014,1,11,10,68,79,62,106
2014,1,11,11,82,83,59,88
2014,1,11,12,66,79,63,82
2014,1,11,13,62,78,57,77
2014,1,11,14,64,64,57,67
2014,1,11,15,77,77,56,70
2014,1,11,16,80,74,49,68
2014,1,11,17,68,62,54,71
2014,1,11,18,72,63,59,66
2014,1,11,19,71,64,57,68
2014,1,11,20,82,66,61,64
2014,1,11,21,82,76,65,63
2014,1,11,22,76,70,70,63
2014,1,11,23,75,79,66,62
2014,1,11,24,83,88,67,72
2014,1,12,1,95,67,64,70
2014,1,12,2,87,73,76,68
2014,1,12,3,92,77,75,74
2014,1,12,4,94,80,78,71
2014,1,12,5,92,78,81,71
2014,1,12,6,96,85,82,71
2014,1,12,7,98,87,85,88
2014,1,12,8,99,92,84,79
2014,1,12,9,107,93,87,91
2014,1,12,10,107,110,91,91
2014,1,12,11,119,116,92,81
2014,1,12,12,127,108,93,79
2014,1,12,13,132,109,83,83
2014,1,12,14,123,116,98,91
2014,1,12,15,121,103,91,87
2014,1,12,16,130,107,85,81
2014,1,12,17,119,102,85,80
2014,1,12,18,118,103,97,89
2014,1,12,19,117,116,90,90
2014,1,12,20,120,110,101,97
2014,1,12,21,116,107,104,95
2014,1,12,22,116,112,107,92
2014,1,12,23,124,115,103,98
2014,1,12,24,119,120,111,96
2014,1,13,1,131,119,103,98
2014,1,13,2,120,105,102,101
2014,1,13,3,122,98,101,98
2014,1,13,4,114,97,86,90
2014,1,13,5,97,69,66,76
2014,1,13,6,83,50,48,61
2014,1,13,7,44,34,27,45
2014,1,13,8,35,31,16,40
2014,1,13,9,26,39,21,63
2014,1,13,10,33,43,29,75
2014,1,13,11,42,30,37,76
2014,1,13,12,45,20,29,61
2014,1,13,13,46,20,22,61
2014,1,13,14,40,33,24,51
2014,1,13,15,36,29,34,62
2014,1,13,16,37,29,24,50
2014,1,13,17,34,41,27,55
2014,1,13,18,28,42,21,62
2014,1,13,19,31,33,33,76
2014,1,13,20,39,36,29,74
2014,1,13,21,34,27,40,51
2014,1,13,22,47,35,39,45
2014,1,13,23,37,31,33,40
2014,1,13,24,35,39,36,35
2014,1,14,1,38,36,31,40
2014,1,14,2,36,37,30,51
2014,1,14,3,33,31,25,40
2014,1,14,4,28,32,27,37
2014,1,14,5,25,28,28,35
2014,1,14,6,29,33,23,45
2014,1,14,7,25,29,22,35
2014,1,14,8,31,38,26,55
2014,1,14,9,38,44,34,72
2014,1,14,10,42,57,46,91
2014,1,14,11,46,65,40,58
2014,1,14,12,53,49,50,52
2014,1,14,13,55,49,40,48
2014,1,14,14,51,36,40,40
2014,1,14,15,점검,40,31,47
2014,1,14,16,점검,29,27,60
2014,1,14,17,34,24,20,50
2014,1,14,18,39,26,17,57
2014,1,14,19,41,17,22,66
2014,1,14,20,44,40,21,62
2014,1,14,21,45,23,26,68
2014,1,14,22,36,53,23,50
2014,1,14,23,35,42,25,44
2014,1,14,24,40,46,26,53
2014,1,15,1,42,39,33,50
2014,1,15,2,43,49,27,49
2014,1,15,3,47,37,34,46
2014,1,15,4,51,37,35,46
2014,1,15,5,55,46,43,58
2014,1,15,6,55,43,47,56
2014,1,15,7,72,50,47,63
2014,1,15,8,64,48,45,66
2014,1,15,9,65,59,47,90
2014,1,15,10,76,77,49,92
2014,1,15,11,78,74,55,80
2014,1,15,12,71,52,38,79
2014,1,15,13,70,46,38,81
2014,1,15,14,62,36,25,69
2014,1,15,15,49,35,34,70
2014,1,15,16,48,점검,29,64
2014,1,15,17,29,42,점검,66
2014,1,15,18,34,32,점검,69
2014,1,15,19,37,31,26,74
2014,1,15,20,51,29,31,89
2014,1,15,21,50,38,31,64
2014,1,15,22,38,39,32,67
2014,1,15,23,52,39,38,55
2014,1,15,24,51,44,38,57
2014,1,16,1,45,40,43,58
2014,1,16,2,55,51,46,59
2014,1,16,3,63,56,48,78
2014,1,16,4,73,46,56,69
2014,1,16,5,84,55,55,66
2014,1,16,6,70,54,56,69
2014,1,16,7,77,69,61,68
2014,1,16,8,74,72,67,93
2014,1,16,9,74,101,71,92
2014,1,16,10,82,103,81,96
2014,1,16,11,77,116,84,104
2014,1,16,12,99,104,77,82
2014,1,16,13,100,90,75,81
2014,1,16,14,88,90,73,74
2014,1,16,15,82,56,68,점검
2014,1,16,16,79,65,61,점검
2014,1,16,17,76,89,62,81
2014,1,16,18,93,90,82,81
2014,1,16,19,92,88,75,76
2014,1,16,20,101,73,65,75
2014,1,16,21,84,99,74,82
2014,1,16,22,103,90,86,88
2014,1,16,23,120,99,88,99
2014,1,16,24,111,86,83,96
2014,1,17,1,112,86,86,104
2014,1,17,2,125,95,103,92
2014,1,17,3,153,114,116,107
2014,1,17,4,163,138,122,116
2014,1,17,5,157,144,127,126
2014,1,17,6,153,126,131,123
2014,1,17,7,160,149,124,136
2014,1,17,8,162,186,139,138
2014,1,17,9,176,197,150,154
2014,1,17,10,180,192,166,185
2014,1,17,11,183,202,179,180
2014,1,17,12,200,175,148,156
2014,1,17,13,185,148,131,154
2014,1,17,14,159,123,112,139
2014,1,17,15,136,115,105,130
2014,1,17,16,121,115,92,109
2014,1,17,17,117,99,84,113
2014,1,17,18,121,100,94,117
2014,1,17,19,136,104,96,130
2014,1,17,20,145,90,100,121
2014,1,17,21,137,106,97,100
2014,1,17,22,135,94,89,104
2014,1,17,23,124,113,112,98
2014,1,17,24,112,100,108,91
2014,1,18,1,105,93,96,84
2014,1,18,2,117,95,93,98
2014,1,18,3,122,92,94,86
2014,1,18,4,121,99,93,88
2014,1,18,5,125,98,90,96
2014,1,18,6,125,98,99,100
2014,1,18,7,137,105,106,108
2014,1,18,8,137,149,114,106
2014,1,18,9,162,157,123,138
2014,1,18,10,186,171,131,152
2014,1,18,11,176,133,136,159
2014,1,18,12,150,113,101,123
2014,1,18,13,125,112,90,100
2014,1,18,14,111,94,84,85
2014,1,18,15,96,89,68,90
2014,1,18,16,93,86,68,70
2014,1,18,17,78,73,59,73
2014,1,18,18,76,61,63,61
2014,1,18,19,72,55,70,49
2014,1,18,20,51,36,40,47
2014,1,18,21,37,38,18,32
2014,1,18,22,31,29,24,30
2014,1,18,23,26,32,24,30
2014,1,18,24,37,31,24,29
2014,1,19,1,28,32,29,33
2014,1,19,2,34,33,36,32
2014,1,19,3,32,32,32,31
2014,1,19,4,47,31,30,35
2014,1,19,5,48,34,36,32
2014,1,19,6,43,33,31,39
2014,1,19,7,46,32,38,42
2014,1,19,8,47,47,37,41
2014,1,19,9,64,55,39,46
2014,1,19,10,68,83,45,54
2014,1,19,11,105,76,51,50
2014,1,19,12,57,62,45,46
2014,1,19,13,66,55,41,38
2014,1,19,14,49,60,43,37
2014,1,19,15,70,54,40,33
2014,1,19,16,47,48,24,32
2014,1,19,17,41,45,29,20
2014,1,19,18,30,49,28,22
2014,1,19,19,33,36,14,33
2014,1,19,20,32,27,21,31
2014,1,19,21,40,32,24,29
2014,1,19,22,40,58,29,47
2014,1,19,23,38,60,29,39
2014,1,19,24,27,26,31,34
2014,1,20,1,19,19,28,32
2014,1,20,2,23,37,29,30
2014,1,20,3,28,25,25,43
2014,1,20,4,34,28,25,32
2014,1,20,5,32,18,25,29
2014,1,20,6,23,27,23,34
2014,1,20,7,20,54,27,112
2014,1,20,8,26,67,22,92
2014,1,20,9,38,64,22,85
2014,1,20,10,42,52,30,79
2014,1,20,11,43,42,35,130
2014,1,20,12,54,53,47,73
2014,1,20,13,70,67,55,85
2014,1,20,14,98,95,65,82
2014,1,20,15,119,125,88,120
2014,1,20,16,128,112,87,115
2014,1,20,17,122,115,87,127
2014,1,20,18,176,115,106,166
2014,1,20,19,180,147,133,169
2014,1,20,20,180,156,149,176
2014,1,20,21,189,163,154,155
2014,1,20,22,226,163,152,159
2014,1,20,23,201,163,154,158
2014,1,20,24,188,136,147,149
2014,1,21,1,94,84,80,67
2014,1,21,2,52,84,54,54
2014,1,21,3,42,50,38,39
2014,1,21,4,28,38,32,34
2014,1,21,5,31,31,20,35
2014,1,21,6,27,29,25,34
2014,1,21,7,28,24,23,40
2014,1,21,8,26,38,27,51
2014,1,21,9,37,42,31,73
2014,1,21,10,59,43,36,72
2014,1,21,11,62,47,46,69
2014,1,21,12,62,51,49,85
2014,1,21,13,70,55,51,81
2014,1,21,14,71,57,49,68
2014,1,21,15,64,60,54,77
2014,1,21,16,점검,56,점검,77
2014,1,21,17,점검,57,점검,80
2014,1,21,18,71,62,56,84
2014,1,21,19,73,69,57,82
2014,1,21,20,79,75,60,86
2014,1,21,21,91,72,62,89
2014,1,21,22,101,76,64,83
2014,1,21,23,107,80,76,80
2014,1,21,24,112,88,82,82
2014,1,22,1,111,87,78,85
2014,1,22,2,114,80,86,86
2014,1,22,3,117,79,89,85
2014,1,22,4,120,81,85,89
2014,1,22,5,112,71,87,83
2014,1,22,6,116,80,86,95
2014,1,22,7,114,82,83,89
2014,1,22,8,117,95,88,99
2014,1,22,9,127,94,96,118
2014,1,22,10,138,105,110,109
2014,1,22,11,147,117,96,116
2014,1,22,12,134,88,96,109
2014,1,22,13,101,68,88,99
2014,1,22,14,83,60,65,점검
2014,1,22,15,91,41,57,93
2014,1,22,16,70,47,52,99
2014,1,22,17,62,47,35,77
2014,1,22,18,50,48,40,74
2014,1,22,19,54,34,39,98
2014,1,22,20,51,31,37,103
2014,1,22,21,50,36,28,99
2014,1,22,22,44,29,25,64
2014,1,22,23,35,32,35,50
2014,1,22,24,43,33,36,49
2014,1,23,1,36,36,33,42
2014,1,23,2,46,39,40,48
2014,1,23,3,51,40,43,51
2014,1,23,4,61,37,46,57
2014,1,23,5,62,47,44,51
2014,1,23,6,55,46,52,53
2014,1,23,7,57,50,48,47
2014,1,23,8,54,82,49,60
2014,1,23,9,53,92,56,95
2014,1,23,10,61,92,70,121
2014,1,23,11,70,103,63,66
2014,1,23,12,66,85,58,59
2014,1,23,13,61,55,48,55
2014,1,23,14,64,점검,56,57
2014,1,23,15,71,60,48,57
2014,1,23,16,66,52,29,63
2014,1,23,17,61,53,33,61
2014,1,23,18,61,63,41,66
2014,1,23,19,64,59,44,57
2014,1,23,20,69,60,51,51
2014,1,23,21,64,46,51,59
2014,1,23,22,76,54,51,60
2014,1,23,23,64,47,46,60
2014,1,23,24,63,61,43,58
2014,1,24,1,54,78,46,62
2014,1,24,2,58,58,39,80
2014,1,24,3,53,31,42,93
2014,1,24,4,51,36,39,81
2014,1,24,5,46,35,36,81
2014,1,24,6,33,32,36,86
2014,1,24,7,35,34,33,94
2014,1,24,8,32,53,29,99
2014,1,24,9,42,65,52,119
2014,1,24,10,55,64,53,134
2014,1,24,11,50,64,39,142
2014,1,24,12,51,57,37,77
2014,1,24,13,49,49,51,93
2014,1,24,14,42,53,56,70
2014,1,24,15,44,47,34,79
2014,1,24,16,37,39,33,76
2014,1,24,17,42,32,31,63
2014,1,24,18,31,42,32,62
2014,1,24,19,37,47,20,60
2014,1,24,20,29,25,21,61
2014,1,24,21,28,37,16,47
2014,1,24,22,22,27,19,35
2014,1,24,23,27,27,17,67
2014,1,24,24,26,36,25,55
2014,1,25,1,21,24,24,48
2014,1,25,2,25,33,27,48
2014,1,25,3,19,27,21,49
2014,1,25,4,21,27,25,52
2014,1,25,5,24,26,29,41
2014,1,25,6,17,36,27,48
2014,1,25,7,21,40,23,36
2014,1,25,8,21,53,25,50
2014,1,25,9,27,57,23,71
2014,1,25,10,30,57,31,92
2014,1,25,11,37,57,39,61
2014,1,25,12,37,50,30,70
2014,1,25,13,36,51,30,69
2014,1,25,14,32,49,37,59
2014,1,25,15,35,33,27,55
2014,1,25,16,35,27,32,65
2014,1,25,17,38,25,27,50
2014,1,25,18,35,24,27,49
2014,1,25,19,40,24,33,51
2014,1,25,20,47,64,41,52
2014,1,25,21,62,80,66,56
2014,1,25,22,83,85,62,64
2014,1,25,23,80,86,65,64
2014,1,25,24,74,72,56,56
2014,1,26,1,58,60,48,49
2014,1,26,2,44,42,35,43
2014,1,26,3,56,39,36,44
2014,1,26,4,50,37,35,39
2014,1,26,5,44,36,31,42
2014,1,26,6,53,36,33,51
2014,1,26,7,42,36,32,52
2014,1,26,8,51,49,34,50
2014,1,26,9,62,44,30,61
2014,1,26,10,46,44,22,52
2014,1,26,11,37,36,21,43
2014,1,26,12,50,37,24,38
2014,1,26,13,40,46,38,37
2014,1,26,14,47,43,36,34
2014,1,26,15,48,43,25,38
2014,1,26,16,50,32,22,38
2014,1,26,17,49,35,24,32
2014,1,26,18,38,44,27,32
2014,1,26,19,32,44,28,31
2014,1,26,20,39,45,32,35
2014,1,26,21,46,62,37,37
2014,1,26,22,41,50,35,34
2014,1,26,23,32,45,31,30
2014,1,26,24,40,50,28,29
2014,1,27,1,37,42,29,35
2014,1,27,2,40,40,31,29
2014,1,27,3,39,35,37,28
2014,1,27,4,34,34,29,28
2014,1,27,5,40,44,36,40
2014,1,27,6,37,39,35,87
2014,1,27,7,45,42,38,90
2014,1,27,8,59,65,41,100
2014,1,27,9,67,69,52,98
2014,1,27,10,118,93,54,129
2014,1,27,11,135,143,65,109
2014,1,27,12,68,93,67,93
2014,1,27,13,59,55,33,66
2014,1,27,14,점검,41,29,51
2014,1,27,15,점검,55,33,49
2014,1,27,16,52,55,29,60
2014,1,27,17,38,42,29,58
2014,1,27,18,44,31,20,56
2014,1,27,19,42,47,24,55
2014,1,27,20,34,47,29,66
2014,1,27,21,35,39,26,51
2014,1,27,22,40,35,28,38
2014,1,27,23,27,32,21,41
2014,1,27,24,28,24,21,33
2014,1,28,1,27,24,18,31
2014,1,28,2,32,23,19,37
2014,1,28,3,25,26,15,27
2014,1,28,4,25,21,15,32
2014,1,28,5,25,26,20,29
2014,1,28,6,27,26,20,46
2014,1,28,7,25,27,23,33
2014,1,28,8,22,30,24,52
2014,1,28,9,30,38,31,87
2014,1,28,10,46,40,34,116
2014,1,28,11,48,40,35,104
2014,1,28,12,54,45,점검,74
2014,1,28,13,53,54,43,점검
2014,1,28,14,58,54,51,64
2014,1,28,15,62,64,61,78
2014,1,28,16,68,65,60,71
2014,1,28,17,61,65,55,82
2014,1,28,18,63,68,56,79
2014,1,28,19,58,48,50,동불
2014,1,28,20,73,60,57,동불
2014,1,28,21,76,56,63,84
2014,1,28,22,63,40,58,84
2014,1,28,23,59,51,59,56
2014,1,28,24,47,51,56,43
2014,1,29,1,32,51,48,37
2014,1,29,2,45,41,46,47
2014,1,29,3,34,35,43,58
2014,1,29,4,45,33,38,54
2014,1,29,5,36,32,35,49
2014,1,29,6,48,32,31,49
2014,1,29,7,30,29,36,58
2014,1,29,8,38,46,42,83
2014,1,29,9,55,43,50,102
2014,1,29,10,75,68,62,123
2014,1,29,11,101,73,69,78
2014,1,29,12,70,93,73,76
2014,1,29,13,69,93,56,79
2014,1,29,14,50,51,41,69
2014,1,29,15,57,35,47,61
2014,1,29,16,50,56,47,67
2014,1,29,17,66,73,49,65
2014,1,29,18,64,62,46,56
2014,1,29,19,60,57,56,51
2014,1,29,20,65,59,56,60
2014,1,29,21,62,59,50,64
2014,1,29,22,64,56,55,63
2014,1,29,23,57,49,55,79
2014,1,29,24,53,47,63,78
2014,1,30,1,46,48,59,88
2014,1,30,2,45,52,53,87
2014,1,30,3,49,47,49,71
2014,1,30,4,46,49,53,63
2014,1,30,5,34,50,48,59
2014,1,30,6,36,45,39,68
2014,1,30,7,58,46,39,68
2014,1,30,8,50,46,44,65
2014,1,30,9,41,37,56,54
2014,1,30,10,51,48,52,43
2014,1,30,11,49,64,46,43
2014,1,30,12,46,69,41,48
2014,1,30,13,46,59,29,39
2014,1,30,14,50,33,25,36
2014,1,30,15,36,36,25,34
2014,1,30,16,29,33,26,31
2014,1,30,17,26,43,25,24
2014,1,30,18,31,37,21,25
2014,1,30,19,33,39,24,28
2014,1,30,20,41,51,41,36
2014,1,30,21,64,46,42,44
2014,1,30,22,46,42,43,39
2014,1,30,23,61,42,44,45
2014,1,30,24,63,60,50,47
2014,1,31,1,73,60,53,53
2014,1,31,2,79,65,56,52
2014,1,31,3,75,59,64,58
2014,1,31,4,82,75,68,59
2014,1,31,5,72,72,57,55
2014,1,31,6,79,61,65,51
2014,1,31,7,89,58,69,57
2014,1,31,8,87,68,62,65
2014,1,31,9,81,73,63,60
2014,1,31,10,70,78,66,58
2014,1,31,11,52,76,59,61
2014,1,31,12,36,38,36,48
2014,1,31,13,29,28,37,27
2014,1,31,14,39,31,25,19
2014,1,31,15,36,35,17,19
2014,1,31,16,15,35,17,18
2014,1,31,17,14,35,13,18
2014,1,31,18,23,34,12,18
2014,1,31,19,35,31,11,17
2014,1,31,20,21,31,12,19
2014,1,31,21,34,20,22,23
2014,1,31,22,34,24,25,30
2014,1,31,23,40,47,29,31
2014,1,31,24,28,43,34,30
2014,2,1,1,34,37,29,34
2014,2,1,2,33,37,23,36
2014,2,1,3,23,29,26,30
2014,2,1,4,34,28,29,32
2014,2,1,5,36,35,30,30
2014,2,1,6,34,25,24,28
2014,2,1,7,32,34,28,29
2014,2,1,8,37,36,27,32
2014,2,1,9,40,32,32,29
2014,2,1,10,54,40,40,34
2014,2,1,11,51,49,45,39
2014,2,1,12,61,65,52,50
2014,2,1,13,74,68,53,48
2014,2,1,14,69,82,65,63
2014,2,1,15,76,90,66,68
2014,2,1,16,74,93,76,73
2014,2,1,17,76,93,70,67
2014,2,1,18,83,83,78,64
2014,2,1,19,91,85,73,66
2014,2,1,20,93,83,76,71
2014,2,1,21,79,83,67,56
2014,2,1,22,71,73,56,38
2014,2,1,23,51,39,40,37
2014,2,1,24,45,26,27,27
2014,2,2,1,28,37,28,31
2014,2,2,2,34,37,27,29
2014,2,2,3,49,39,33,35
2014,2,2,4,47,35,36,35
2014,2,2,5,50,46,39,41
2014,2,2,6,56,50,48,48
2014,2,2,7,60,47,56,52
2014,2,2,8,38,46,48,49
2014,2,2,9,43,46,50,53
2014,2,2,10,53,41,44,49
2014,2,2,11,56,51,46,46
2014,2,2,12,44,62,46,45
2014,2,2,13,47,72,46,45
2014,2,2,14,55,72,53,49
2014,2,2,15,68,81,56,51
2014,2,2,16,68,76,60,51
2014,2,2,17,60,76,55,50
2014,2,2,18,67,70,57,55
2014,2,2,19,80,70,64,59
2014,2,2,20,83,79,76,65
2014,2,2,21,93,89,68,69
2014,2,2,22,82,93,73,68
2014,2,2,23,81,94,71,69
2014,2,2,24,84,76,75,70
2014,2,3,1,84,79,71,69
2014,2,3,2,81,74,71,67
2014,2,3,3,78,74,79,72
2014,2,3,4,83,87,82,69
2014,2,3,5,72,87,82,78
2014,2,3,6,80,75,78,72
2014,2,3,7,81,69,75,69
2014,2,3,8,81,83,71,70
2014,2,3,9,82,92,65,64
2014,2,3,10,동불,95,68,85
2014,2,3,11,동불,106,73,81
2014,2,3,12,점검,106,75,77
2014,2,3,13,점검,72,69,76
2014,2,3,14,점검,76,66,74
2014,2,3,15,84,76,60,79
2014,2,3,16,76,75,61,78
2014,2,3,17,56,64,52,75
2014,2,3,18,41,36,34,55
2014,2,3,19,46,46,38,89
2014,2,3,20,90,64,59,97
2014,2,3,21,88,55,66,54
2014,2,3,22,47,34,39,52
2014,2,3,23,26,26,19,27
2014,2,3,24,16,22,20,19
2014,2,4,1,26,17,14,27
