측정소,year,월,일,시,CO,NO₂,PM10,PM2.5,Temp,direction(wind),speed(wind),Precipitation,humidity
701 광복동,2017,11,9,18,0.4,0.029,59,27,16.2,110,2.9,,49
701 광복동,2017,11,9,19,0.4,0.045,61,30,15.5,70,1.2,,54
701 광복동,2017,11,9,20,0.6,0.063,67,31,14.8,50,1.2,,58
701 광복동,2017,11,9,21,0.5,0.055,62,35,14.2,50,1,,58
701 광복동,2017,11,9,22,0.5,0.057,61,29,13.8,20,0.8,,61
701 광복동,2017,11,9,23,0.5,0.052,57,31,13.6,50,1.3,,62
701 광복동,2017,11,9,24,0.5,0.049,56,31,13.2,110,0.5,,65
701 광복동,2017,11,10,1,0.5,0.035,54,27,12.7,0,0,,69
701 광복동,2017,11,10,2,0.4,0.032,48,33,12.4,0,0,,72
701 광복동,2017,11,10,3,0.5,0.048,48,34,12.2,160,0.5,,73
701 광복동,2017,11,10,4,0.5,0.046,47,35,12.1,20,0.5,,72
701 광복동,2017,11,10,5,0.5,0.04,48,34,12,70,0.5,,75
701 광복동,2017,11,10,6,0.5,0.043,48,32,11.6,0,0.1,,76
701 광복동,2017,11,10,7,0.5,0.047,43,28,12,0,0.2,,75
701 광복동,2017,11,10,8,0.6,0.051,48,31,11.9,320,0.5,,77
701 광복동,2017,11,10,9,0.7,0.054,62,46,14,230,0.5,,71
701 광복동,2017,11,10,10,0.5,0.039,60,39,17.3,230,1.8,,63
701 광복동,2017,11,10,11,0.5,0.031,53,31,18.1,270,4.3,,67
701 광복동,2017,11,10,12,0.4,0.02,48,35,20,250,4.4,,61
701 광복동,2017,11,10,13,0.4,0.017,56,29,20,230,6.3,,62
701 광복동,2017,11,10,14,0.4,0.019,53,27,20.3,250,5.1,,63
701 광복동,2017,11,10,15,0.4,0.019,51,31,20,250,5.6,,64
701 광복동,2017,11,10,16,0.4,0.017,48,23,19.7,270,6.7,,66
701 광복동,2017,11,10,17,0.4,0.02,48,28,20.2,270,7.3,,57
701 광복동,2017,11,10,18,0.4,0.017,45,26,19.4,270,5.2,,57
701 광복동,2017,11,10,19,0.4,0.016,43,16,19,270,6.7,,60
701 광복동,2017,11,10,20,0.4,0.016,41,21,18.7,250,6.1,,60
701 광복동,2017,11,10,21,0.4,0.014,42,28,18.5,250,5,,60
701 광복동,2017,11,10,22,0.4,0.013,42,17,18,270,5.3,0,59
701 광복동,2017,11,10,23,0.5,0.011,36,22,16.4,320,6.2,,54
701 광복동,2017,11,10,24,0.5,0.01,46,18,14.7,290,6.7,,48
701 광복동,2017,11,11,1,0.5,0.008,66,27,13.4,290,7.3,,47
701 광복동,2017,11,11,2,0.4,0.007,67,38,12.5,290,5.9,,43
701 광복동,2017,11,11,3,0.3,0.006,56,24,11.3,290,3.9,,43
701 광복동,2017,11,11,4,0.3,0.005,39,12,10.5,200,3.2,,44
701 광복동,2017,11,11,5,0.3,0.005,36,12,9.2,360,5.2,,43
701 광복동,2017,11,11,6,0.3,0.006,43,10,8.1,20,2.6,,36
701 광복동,2017,11,11,7,0.3,0.01,35,8,7.3,360,2.5,,34
701 광복동,2017,11,11,8,0.3,0.012,41,7,6.6,360,3.2,,36
701 광복동,2017,11,11,9,0.3,0.012,49,7,7.8,340,2.5,,33
701 광복동,2017,11,11,10,0.3,0.012,53,7,9,360,4.2,,34
701 광복동,2017,11,11,11,0.3,0.012,69,8,9.8,290,6.3,,32
701 광복동,2017,11,11,12,0.3,0.011,68,10,11.5,320,3.6,,29
701 광복동,2017,11,11,13,0.3,0.011,68,12,12.5,290,5,,27
701 광복동,2017,11,11,14,0.3,0.015,65,13,14.2,270,3.7,,25
701 광복동,2017,11,11,15,0.4,0.017,62,17,14.7,110,2.5,,28
701 광복동,2017,11,11,16,0.4,0.017,64,15,13.2,110,2.2,,33
701 광복동,2017,11,11,17,0.4,0.021,68,23,12.1,110,3.9,,37
701 광복동,2017,11,11,18,0.4,0.021,71,19,11.1,110,2.3,,38
701 광복동,2017,11,11,19,0.4,0.034,73,18,10.5,70,2,,43
701 광복동,2017,11,11,20,0.5,0.035,65,20,9.9,50,2.5,,46
701 광복동,2017,11,11,21,0.5,0.032,64,22,9.3,20,1.4,,48
701 광복동,2017,11,11,22,0.4,0.032,55,20,9.1,50,1.1,,46
701 광복동,2017,11,11,23,0.4,0.033,55,20,8.5,50,1.1,,48
701 광복동,2017,11,11,24,0.4,0.03,50,13,8.2,0,0.1,,52
701 광복동,2017,11,12,1,0.4,0.019,50,11,7.8,0,0.2,,53
701 광복동,2017,11,12,2,0.4,0.016,54,10,8.2,360,1.9,,47
701 광복동,2017,11,12,3,0.4,0.013,56,17,8.2,70,1,,47
701 광복동,2017,11,12,4,0.4,0.013,58,15,8.3,360,2.8,,46
701 광복동,2017,11,12,5,0.4,0.015,54,15,8,340,1.9,,45
701 광복동,2017,11,12,6,0.4,0.018,52,14,7.5,180,0.6,,52
701 광복동,2017,11,12,7,0.4,0.021,51,19,7.5,340,1.9,,47
701 광복동,2017,11,12,8,0.3,0.014,57,22,7.9,360,3.3,,44
701 광복동,2017,11,12,9,0.3,0.017,58,16,9.6,360,2.2,,40
701 광복동,2017,11,12,10,0.4,0.013,59,19,12.1,360,1.4,,39
701 광복동,2017,11,12,11,0.4,0.016,62,22,13.4,340,2,,34
701 광복동,2017,11,12,12,0.4,0.014,53,24,14.1,340,2.6,,37
701 광복동,2017,11,12,13,0.4,0.013,57,21,16.5,250,2.9,,39
701 광복동,2017,11,12,14,0.4,0.02,52,13,17.2,270,2.9,,41
701 광복동,2017,11,12,15,0.4,0.019,58,22,17.6,270,2.9,,40
701 광복동,2017,11,12,16,0.4,0.02,55,20,15.5,230,4.5,,46
701 광복동,2017,11,12,17,0.4,0.023,52,26,14.6,230,3.1,,44
701 광복동,2017,11,12,18,0.4,0.027,57,24,13.5,250,3.8,,47
701 광복동,2017,11,12,19,0.5,0.044,57,18,12.4,230,3.1,,49
701 광복동,2017,11,12,20,0.5,0.043,53,30,11.1,270,1.6,,57
701 광복동,2017,11,12,21,0.5,0.045,48,20,11.3,290,3.5,,55
701 광복동,2017,11,12,22,0.5,0.044,50,26,10.7,320,1.9,,55
701 광복동,2017,11,12,23,0.4,0.035,45,21,10,320,1.5,,53
701 광복동,2017,11,12,24,0.5,0.032,40,15,10.1,340,1.7,,51
701 광복동,2017,11,13,1,0.5,0.024,41,15,10.4,320,1.3,,51
701 광복동,2017,11,13,2,0.5,0.028,37,19,9.5,270,1.4,,54
701 광복동,2017,11,13,3,0.5,0.026,43,20,9.1,270,1.4,,62
701 광복동,2017,11,13,4,0.5,0.025,46,20,9.2,270,1.4,,67
701 광복동,2017,11,13,5,0.4,0.026,45,26,9.6,230,1.6,,65
701 광복동,2017,11,13,6,0.4,0.016,47,26,9.4,250,2.7,,67
701 광복동,2017,11,13,7,0.4,0.02,45,19,10,270,3.8,,66
701 광복동,2017,11,13,8,0.4,0.023,45,21,10.2,270,3.8,,69
701 광복동,2017,11,13,9,0.4,0.021,40,24,12.4,270,5.6,,59
701 광복동,2017,11,13,10,0.4,0.025,40,25,13.5,270,4.1,,58
701 광복동,2017,11,13,11,0.5,0.026,43,20,14.8,360,2.8,,51
701 광복동,2017,11,13,12,0.4,0.024,45,27,16.3,320,2,,47
701 광복동,2017,11,13,13,0.4,0.017,48,21,16.9,290,5.1,,51
701 광복동,2017,11,13,14,0.4,0.02,43,19,18,270,3.9,,50
701 광복동,2017,11,13,15,0.4,0.026,53,23,17.9,200,5.1,,48
701 광복동,2017,11,13,16,0.4,0.023,46,20,16.3,250,4.1,,56
701 광복동,2017,11,13,17,0.4,0.022,41,21,15.9,270,4.2,,59
701 광복동,2017,11,13,18,0.4,0.023,38,16,15.1,270,3,,59
701 광복동,2017,11,13,19,0.4,0.031,34,19,14.3,270,3,,63
701 광복동,2017,11,13,20,0.4,0.028,39,25,14,270,2.8,,67
701 광복동,2017,11,13,21,0.4,0.032,44,25,13.9,270,2.1,,69
701 광복동,2017,11,13,22,0.4,0.036,42,26,13.6,290,3.3,,71
701 광복동,2017,11,13,23,0.4,0.028,45,27,13.6,270,3.3,,71
701 광복동,2017,11,13,24,0.4,0.034,37,25,13.1,290,2.3,,67
701 광복동,2017,11,14,1,0.4,0.022,40,24,12.6,160,1.5,,64
701 광복동,2017,11,14,2,0.4,0.012,39,27,12.4,270,1.9,,57
701 광복동,2017,11,14,3,0.3,0.011,30,25,12.5,70,1.5,,54
701 광복동,2017,11,14,4,0.3,0.008,33,16,12.5,110,1.1,,55
701 광복동,2017,11,14,5,0.3,0.009,28,25,12.5,90,1.7,,58
701 광복동,2017,11,14,6,0.3,0.013,37,25,12.8,110,1.2,,57
701 광복동,2017,11,14,7,0.4,0.018,35,25,12.8,360,1.4,,59
701 광복동,2017,11,14,8,0.4,0.029,39,21,12.2,110,1.6,,63
701 광복동,2017,11,14,9,0.4,0.028,42,28,12.3,140,1.8,,63
701 광복동,2017,11,14,10,0.4,0.022,52,30,14.4,360,3.8,,38
701 광복동,2017,11,14,11,0.4,0.015,52,19,16.1,20,2.5,,29
701 광복동,2017,11,14,12,0.4,0.014,59,22,16.7,320,2.5,,25
701 광복동,2017,11,14,13,0.4,0.016,65,22,17.3,360,2.6,,25
701 광복동,2017,11,14,14,0.4,0.014,67,28,18,360,2,,25
701 광복동,2017,11,14,15,0.4,0.014,78,37,17.3,340,3.5,,26
701 광복동,2017,11,14,16,0.4,0.019,72,29,17,360,2.2,,27
701 광복동,2017,11,14,17,0.4,0.026,72,23,16.6,250,4.3,,30
701 광복동,2017,11,14,18,0.5,0.024,70,35,15.5,320,3.5,,29
701 광복동,2017,11,14,19,0.5,0.031,73,37,14.5,20,1.1,,31
701 광복동,2017,11,14,20,0.5,0.032,76,42,13.5,360,2,,33
701 광복동,2017,11,14,21,0.4,0.023,78,39,12.9,340,1.8,,33
701 광복동,2017,11,14,22,0.4,0.019,72,28,12.5,290,5.2,,33
701 광복동,2017,11,14,23,0.4,0.014,65,26,11.3,290,4.5,,33
701 광복동,2017,11,14,24,0.3,0.011,49,20,9.8,160,3.7,,36
701 광복동,2017,11,15,1,0.3,0.009,44,17,8.7,20,1.9,,34
701 광복동,2017,11,15,2,0.3,0.007,36,10,7.9,360,2.6,,30
701 광복동,2017,11,15,3,0.3,0.006,32,9,7.4,270,2.3,,32
701 광복동,2017,11,15,4,0.3,0.007,32,6,6.9,320,1.3,,36
701 광복동,2017,11,15,5,0.3,0.006,28,6,6.6,270,2.2,,40
701 광복동,2017,11,15,6,0.3,0.011,32,10,6.6,290,2.3,,40
701 광복동,2017,11,15,7,0.3,0.027,32,11,5.8,20,1.1,,43
701 광복동,2017,11,15,8,0.4,0.035,30,11,5.3,320,1.1,,48
701 광복동,2017,11,15,9,0.3,0.02,36,12,7.7,270,2.7,,45
701 광복동,2017,11,15,10,0.4,0.023,35,14,10.4,250,4.4,,43
701 광복동,2017,11,15,11,0.4,0.017,37,15,11.8,270,4.7,,41
701 광복동,2017,11,15,12,점검,점검,점검,점검,13.1,250,5.1,,37
701 광복동,2017,11,15,13,0.4,0.017,42,23,14.1,250,3.6,,37
701 광복동,2017,11,15,14,0.4,0.013,47,24,14.5,230,4.4,,36
701 광복동,2017,11,15,15,0.4,0.014,42,21,13.7,250,5.8,,38
701 광복동,2017,11,15,16,0.4,0.013,47,20,13.3,290,4.5,,33
701 광복동,2017,11,15,17,0.4,0.012,50,23,12.5,290,6.8,,30
701 광복동,2017,11,15,18,0.4,0.018,42,22,11.4,290,5.9,,34
701 광복동,2017,11,15,19,0.4,0.019,39,24,10.2,290,3,,37
701 광복동,2017,11,15,20,0.4,0.016,43,23,9.5,290,4.1,,33
701 광복동,2017,11,15,21,0.3,0.016,38,16,8.3,360,1.3,,36
701 광복동,2017,11,15,22,0.4,0.017,29,13,7.3,340,2,,39
701 광복동,2017,11,15,23,0.3,0.018,31,22,6.5,290,1.8,,39
701 광복동,2017,11,15,24,0.4,0.025,24,13,6,340,1.8,,40
701 광복동,2017,11,16,1,0.3,0.015,23,14,5.5,320,1.5,,39
701 광복동,2017,11,16,2,0.3,0.01,26,19,5.3,270,1.9,,42
701 광복동,2017,11,16,3,0.3,0.011,22,16,5,320,1.5,,44
701 광복동,2017,11,16,4,0.3,0.013,20,12,4.4,340,1.7,,46
701 광복동,2017,11,16,5,0.3,0.013,29,16,4,360,2.6,,49
701 광복동,2017,11,16,6,0.3,0.017,30,16,3.6,360,2.6,,52
701 광복동,2017,11,16,7,0.3,0.022,34,15,3.4,360,2.3,,54
701 광복동,2017,11,16,8,0.4,0.031,34,19,3.3,340,2.9,,54
701 광복동,2017,11,16,9,0.4,0.022,36,16,4.9,20,1.2,,46
701 광복동,2017,11,16,10,0.4,0.023,30,20,7.1,50,2.1,,44
701 광복동,2017,11,16,11,0.4,0.02,37,27,9,270,1.7,,42
701 광복동,2017,11,16,12,0.4,0.018,39,26,9.5,290,2.9,,42
701 광복동,2017,11,16,13,0.4,0.014,44,24,10.5,320,1.8,,38
701 광복동,2017,11,16,14,0.4,0.019,45,28,10.9,340,2.4,,32
701 광복동,2017,11,16,15,0.4,0.019,44,29,11.8,230,2.1,,38
701 광복동,2017,11,16,16,0.3,0.017,37,26,10.6,340,1.7,,28
701 광복동,2017,11,16,17,0.4,0.028,27,15,9.7,360,2.2,,29
701 광복동,2017,11,16,18,0.4,0.036,37,21,8.9,250,3,,36
701 광복동,2017,11,16,19,0.5,0.049,46,25,7.5,290,1.2,,45
701 광복동,2017,11,16,20,0.5,0.047,37,21,7.2,320,2.3,,44
701 광복동,2017,11,16,21,0.5,0.045,43,17,7,320,1.4,,49
701 광복동,2017,11,16,22,0.5,0.051,37,19,6.6,270,2,,54
701 광복동,2017,11,16,23,0.5,0.048,35,20,6.9,270,2.4,,54
701 광복동,2017,11,16,24,0.4,0.041,39,26,7.1,160,0.7,,57
701 광복동,2017,11,17,1,0.4,0.022,28,21,6.9,340,2.1,,59
701 광복동,2017,11,17,2,0.4,0.022,36,21,7.4,340,3.2,,49
701 광복동,2017,11,17,3,0.4,0.017,32,18,7.2,360,3,,53
701 광복동,2017,11,17,4,0.4,0.016,34,12,7.2,360,3.4,,48
701 광복동,2017,11,17,5,0.4,0.016,29,19,6.8,340,2.1,,51
701 광복동,2017,11,17,6,0.4,0.028,28,18,6.6,340,2,,50
701 광복동,2017,11,17,7,0.4,0.04,31,24,5.9,140,0.8,,57
701 광복동,2017,11,17,8,0.5,0.047,43,22,5.3,110,0.7,,56
701 광복동,2017,11,17,9,0.6,0.053,55,31,6.3,90,0.9,,54
701 광복동,2017,11,17,10,0.6,0.055,68,47,7.7,70,0.8,,52
701 광복동,2017,11,17,11,0.7,0.052,71,34,10,0,0.4,,44
701 광복동,2017,11,17,12,0.6,0.052,54,29,12.2,90,0.5,,48
701 광복동,2017,11,17,13,0.5,0.042,72,51,12.9,50,0.8,,52
701 광복동,2017,11,17,14,0.5,0.038,47,39,14.3,90,1.1,,52
701 광복동,2017,11,17,15,0.4,0.032,44,33,15.1,230,2.5,,55
701 광복동,2017,11,17,16,0.4,0.035,36,27,13.8,230,1.1,,59
701 광복동,2017,11,17,17,0.4,0.039,32,29,13.9,230,0.8,,58
701 광복동,2017,11,17,18,0.6,0.054,39,24,12.9,270,1.9,,60
701 광복동,2017,11,17,19,0.6,0.053,56,35,11.9,0,0,,62
701 광복동,2017,11,17,20,0.6,0.052,50,32,11.8,110,0.5,,63
701 광복동,2017,11,17,21,0.5,0.047,52,31,11.8,290,2.9,,63
701 광복동,2017,11,17,22,0.5,0.048,37,24,12.2,290,2.5,,62
701 광복동,2017,11,17,23,0.5,0.045,46,32,12,290,2.5,,66
701 광복동,2017,11,17,24,0.4,0.034,37,26,11.6,290,2.8,,70
701 광복동,2017,11,18,1,0.4,0.027,39,27,11.6,270,4.2,0.3,71
701 광복동,2017,11,18,2,0.4,0.029,35,27,11.2,270,1.6,,68
701 광복동,2017,11,18,3,0.4,0.028,37,26,11.2,290,2.5,,63
701 광복동,2017,11,18,4,0.4,0.021,41,26,10.9,270,2.9,0,53
701 광복동,2017,11,18,5,0.4,0.016,38,28,11.3,140,2.4,,51
701 광복동,2017,11,18,6,0.4,0.019,42,30,10.5,360,6.7,,57
701 광복동,2017,11,18,7,0.4,0.023,49,34,10.2,360,5.1,,57
701 광복동,2017,11,18,8,0.4,0.028,50,43,9,360,6.4,,59
701 광복동,2017,11,18,9,0.4,0.019,55,35,7.2,360,6.5,,36
701 광복동,2017,11,18,10,0.4,0.016,40,18,8.5,360,2.8,,28
701 광복동,2017,11,18,11,0.4,0.017,51,26,7.7,360,6,,29
701 광복동,2017,11,18,12,0.4,0.014,49,31,9.2,360,3.2,,29
701 광복동,2017,11,18,13,0.4,0.013,40,27,10,180,2.7,,25
701 광복동,2017,11,18,14,0.4,0.013,47,27,8.4,360,7.2,,23
701 광복동,2017,11,18,15,0.3,0.015,46,26,8.8,360,6.5,,19
701 광복동,2017,11,18,16,0.3,0.015,43,22,8,360,7.9,,19
701 광복동,2017,11,18,17,0.3,0.017,38,24,7.4,360,3.8,,19
701 광복동,2017,11,18,18,0.3,0.02,34,22,6.1,360,2.3,,18
701 광복동,2017,11,18,19,0.4,0.018,37,21,4.8,360,5.5,,20
701 광복동,2017,11,18,20,0.4,0.019,27,15,3.8,360,2.7,,23
701 광복동,2017,11,18,21,0.3,0.017,27,15,2.9,360,3.6,,24
701 광복동,2017,11,18,22,0.3,0.014,31,14,2.3,360,4.6,,23
701 광복동,2017,11,18,23,0.3,0.013,29,10,1.8,340,5.8,,23
701 광복동,2017,11,18,24,0.3,0.01,32,7,1.3,340,5.4,,23
701 광복동,2017,11,19,1,0.3,0.008,동불,4,0.9,340,5.1,,23
701 광복동,2017,11,19,2,0.3,0.007,동불,3,0.2,340,3.6,,25
701 광복동,2017,11,19,3,0.3,0.006,동불,8,-0.2,20,3,,27
701 광복동,2017,11,19,4,0.3,0.006,동불,6,-0.4,360,3.6,,30
701 광복동,2017,11,19,5,0.3,0.006,동불,7,-0.6,20,3,,36
701 광복동,2017,11,19,6,0.3,0.006,동불,11,-0.8,340,3,,43
701 광복동,2017,11,19,7,0.3,0.007,동불,12,-0.7,50,3.2,,45
701 광복동,2017,11,19,8,0.3,0.01,동불,15,-0.9,70,2,,39
701 광복동,2017,11,19,9,0.3,0.008,동불,11,0.4,360,3.5,,32
701 광복동,2017,11,19,10,0.3,0.009,동불,10,2.5,20,1.7,,27
701 광복동,2017,11,19,11,0.3,0.009,동불,11,4.1,290,3.3,,23
701 광복동,2017,11,19,12,0.3,0.008,동불,13,5.3,290,3.7,,24
701 광복동,2017,11,19,13,0.4,0.008,동불,11,6.4,340,3.3,,25
701 광복동,2017,11,19,14,0.4,0.009,동불,11,6.8,320,3,,27
701 광복동,2017,11,19,15,0.4,0.01,동불,21,7.2,360,2.8,,27
701 광복동,2017,11,19,16,0.4,0.011,동불,23,6.4,340,2.8,,27
701 광복동,2017,11,19,17,0.4,0.011,40,20,6.2,290,2.7,,29
701 광복동,2017,11,19,18,0.4,0.016,28,17,5.4,290,3.7,,31
701 광복동,2017,11,19,19,0.4,0.016,30,17,4.8,290,2.7,,33
701 광복동,2017,11,19,20,0.4,0.015,28,19,4.4,270,1.3,,34
701 광복동,2017,11,19,21,0.4,0.017,28,20,4.2,320,2.5,,35
701 광복동,2017,11,19,22,0.4,0.024,31,21,3.8,360,3.3,,38
701 광복동,2017,11,19,23,0.3,0.017,32,19,3.4,360,4.6,,42
701 광복동,2017,11,19,24,0.3,0.01,21,14,3.4,340,2.4,,35
701 광복동,2017,11,20,1,0.3,0.009,21,12,3.5,290,4.1,,35
701 광복동,2017,11,20,2,0.3,0.007,동불,13,3.4,340,2.5,,32
701 광복동,2017,11,20,3,0.3,0.007,동불,13,3,360,1.4,,35
701 광복동,2017,11,20,4,0.3,0.008,동불,16,2.8,270,1.4,,33
701 광복동,2017,11,20,5,0.3,0.008,동불,17,2.8,140,1.4,,36
701 광복동,2017,11,20,6,0.3,0.009,동불,14,2.8,340,2.4,,37
701 광복동,2017,11,20,7,0.3,0.012,동불,11,2.8,340,1.8,,43
701 광복동,2017,11,20,8,0.3,0.018,동불,21,2.5,110,0.9,,47
701 광복동,2017,11,20,9,0.3,0.02,동불,14,2.7,360,2.6,,46
701 광복동,2017,11,20,10,0.3,0.017,동불,25,5.3,290,1.7,,39
701 광복동,2017,11,20,11,0.4,0.015,동불,18,6.2,320,4.2,,41
701 광복동,2017,11,20,12,0.4,0.014,동불,26,7.7,360,3.4,,37
701 광복동,2017,11,20,13,점검,점검,점검,점검,9,200,2.1,,31
701 광복동,2017,11,20,14,0.3,0.011,점검,22,10.1,340,4,,26
701 광복동,2017,11,20,15,0.3,0.012,점검,18,10.3,360,2.5,,25
701 광복동,2017,11,20,16,0.3,0.013,점검,23,9.6,340,2.7,,25
701 광복동,2017,11,20,17,0.4,0.017,29,24,9.1,340,1.7,,23
701 광복동,2017,11,20,18,0.4,0.036,30,17,8,320,1.7,,27
701 광복동,2017,11,20,19,0.5,0.051,33,22,6.4,320,1.9,,31
701 광복동,2017,11,20,20,0.5,0.051,36,18,6.1,290,2.3,,34
701 광복동,2017,11,20,21,0.5,0.051,40,27,6.4,290,2.2,,42
701 광복동,2017,11,20,22,0.5,0.049,46,24,6,290,1.3,,47
701 광복동,2017,11,20,23,0.4,0.042,40,29,6.1,320,2.6,,38
701 광복동,2017,11,20,24,0.4,0.034,34,25,5.4,320,1.9,,39
701 광복동,2017,11,21,1,0.4,0.03,37,29,5.9,340,3.6,,36
701 광복동,2017,11,21,2,0.4,0.026,36,22,5.4,360,2.5,,42
701 광복동,2017,11,21,3,0.4,0.025,38,26,5.1,360,3.2,,44
701 광복동,2017,11,21,4,0.4,0.02,38,26,5.2,360,4.3,,48
701 광복동,2017,11,21,5,0.3,0.011,36,30,4.9,320,2.5,,50
701 광복동,2017,11,21,6,0.3,0.009,39,29,4.9,320,2.4,,52
701 광복동,2017,11,21,7,0.4,0.023,39,20,4.5,320,2.7,,53
701 광복동,2017,11,21,8,0.4,0.03,동불,29,4.4,340,2,,55
701 광복동,2017,11,21,9,0.5,0.035,동불,30,6,70,1.6,,53
701 광복동,2017,11,21,10,0.4,0.02,동불,40,8.4,340,1.6,,48
701 광복동,2017,11,21,11,0.5,0.038,동불,35,10.6,180,1,,41
701 광복동,2017,11,21,12,0.6,0.032,점검,34,12.3,180,2.3,,41
701 광복동,2017,11,21,13,0.5,0.027,점검,31,12.3,250,3.5,,40
701 광복동,2017,11,21,14,0.5,0.025,68,39,12.2,230,4.6,,47
701 광복동,2017,11,21,15,0.6,0.025,57,48,12.2,230,4.3,,52
701 광복동,2017,11,21,16,0.8,0.024,65,45,11.4,250,5,,52
701 광복동,2017,11,21,17,0.5,0.025,49,35,11.3,250,3.2,,54
701 광복동,2017,11,21,18,0.5,0.03,49,40,10.1,250,3.2,,61
701 광복동,2017,11,21,19,0.5,0.028,49,28,9.5,250,3.4,,60
701 광복동,2017,11,21,20,0.5,0.029,46,34,9.2,250,4,,63
701 광복동,2017,11,21,21,0.6,0.031,52,34,8.4,270,2.6,,68
701 광복동,2017,11,21,22,0.6,0.026,54,38,8,250,3.8,,64
701 광복동,2017,11,21,23,0.5,0.023,42,35,8.2,270,4.4,,58
701 광복동,2017,11,21,24,0.4,0.024,40,26,8.4,250,4,,60
701 광복동,2017,11,22,1,0.4,0.015,43,33,8.5,250,4,,60
701 광복동,2017,11,22,2,0.4,0.015,39,33,8.4,270,4.4,,62
701 광복동,2017,11,22,3,0.4,0.017,43,31,8.4,270,4.1,,63
701 광복동,2017,11,22,4,0.4,0.018,32,29,7.9,270,3.3,,60
701 광복동,2017,11,22,5,0.5,0.023,38,27,7.8,290,2.7,,54
701 광복동,2017,11,22,6,0.5,0.021,45,40,7.1,50,1.5,,53
701 광복동,2017,11,22,7,0.4,0.025,45,34,6.5,290,2.5,,55
701 광복동,2017,11,22,8,0.4,0.029,43,33,6.8,320,2.7,,44
701 광복동,2017,11,22,9,0.4,0.029,45,34,7.1,340,3.4,,42
701 광복동,2017,11,22,10,0.5,0.043,41,29,7.9,340,1.5,,38
701 광복동,2017,11,22,11,0.5,0.048,54,38,9.3,230,1.3,,38
701 광복동,2017,11,22,12,0.5,0.041,59,33,10.6,270,2.4,,37
701 광복동,2017,11,22,13,0.5,0.042,64,46,11,270,2.6,,41
701 광복동,2017,11,22,14,0.4,0.036,67,52,10.8,250,4.8,,43
701 광복동,2017,11,22,15,0.5,0.028,67,42,12.7,250,4.7,,42
701 광복동,2017,11,22,16,0.5,0.03,55,34,11.6,250,4.3,,48
701 광복동,2017,11,22,17,0.6,0.04,48,30,12,290,3.9,,48
701 광복동,2017,11,22,18,0.6,0.054,56,36,11.3,270,3.3,,53
701 광복동,2017,11,22,19,0.7,0.058,63,38,10.4,270,1.5,,58
701 광복동,2017,11,22,20,0.6,0.047,74,51,10,200,0.7,,52
701 광복동,2017,11,22,21,0.5,0.028,68,47,10.4,290,3.5,,51
701 광복동,2017,11,22,22,0.5,0.026,68,41,10.3,290,3.4,,45
701 광복동,2017,11,22,23,0.5,0.024,75,51,9.9,290,2.6,,49
701 광복동,2017,11,22,24,0.4,0.014,80,50,9.7,320,5.1,,46
701 광복동,2017,11,23,1,0.4,0.011,101,46,9.1,290,3.1,,45
701 광복동,2017,11,23,2,0.4,0.011,110,47,8.1,360,3.7,,48
701 광복동,2017,11,23,3,0.3,0.009,102,30,6.6,360,6.7,,40
701 광복동,2017,11,23,4,0.3,0.008,79,20,5.3,360,2.8,,45
701 광복동,2017,11,23,5,0.3,0.007,48,19,4.6,360,5.5,,38
701 광복동,2017,11,23,6,0.3,0.009,32,10,3.8,360,3.7,,42
701 광복동,2017,11,23,7,0.3,0.016,26,10,3.1,360,2.2,,45
701 광복동,2017,11,23,8,0.3,0.018,25,10,2.9,340,3.2,,42
701 광복동,2017,11,23,9,0.3,0.017,27,9,4,290,1.9,,41
701 광복동,2017,11,23,10,0.4,0.016,26,10,5.4,290,3.4,,35
701 광복동,2017,11,23,11,0.4,0.015,27,13,6.8,360,2.9,,32
701 광복동,2017,11,23,12,0.4,0.015,34,24,8.6,290,1.9,,28
701 광복동,2017,11,23,13,0.4,0.014,35,16,9.9,270,3.5,,30
701 광복동,2017,11,23,14,0.4,0.012,32,15,9.4,250,5.2,,34
701 광복동,2017,11,23,15,0.4,0.013,25,17,8.5,290,3.8,,37
701 광복동,2017,11,23,16,0.3,0.014,35,13,8.9,360,2.7,,38
701 광복동,2017,11,23,17,0.4,0.016,31,13,6.7,360,3.7,,45
701 광복동,2017,11,23,18,0.3,0.016,22,12,5.9,320,2.4,,43
701 광복동,2017,11,23,19,0.4,0.018,19,12,5.1,290,2.9,,45
701 광복동,2017,11,23,20,0.3,0.019,18,12,4.7,290,4.9,,38
701 광복동,2017,11,23,21,0.4,0.025,23,10,4.1,290,3.1,,44
701 광복동,2017,11,23,22,0.4,0.03,18,8,3.9,270,3.5,,39
701 광복동,2017,11,23,23,0.4,0.026,26,9,3.3,270,2.9,,43
701 광복동,2017,11,23,24,0.3,0.023,22,11,3.3,270,3.1,,42
701 광복동,2017,11,24,1,0.3,0.019,24,10,2.8,340,1.8,,44
701 광복동,2017,11,24,2,0.3,0.023,17,7,2.5,340,1.9,,48
701 광복동,2017,11,24,3,0.3,0.025,23,7,1.9,270,2.3,,51
701 광복동,2017,11,24,4,0.3,0.014,20,7,2.8,270,2.6,,53
701 광복동,2017,11,24,5,0.4,0.017,20,6,3.6,270,4.6,,54
701 광복동,2017,11,24,6,0.4,0.023,24,8,3.3,270,4.2,,58
701 광복동,2017,11,24,7,0.4,0.026,32,12,3.2,270,3.6,,62
